,problem,problem_entities
10,The extent of separation between lighthouse and eclipse should contrast with the extent of separation between cascade23 and stardust567.,"[{""start"": 0, ""end"": 32, ""type"": ""DESC"", ""entity"": ""The extent of separation between""}, {""start"": 33, ""end"": 43, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""lighthouse""}, {""start"": 43, ""end"": 47, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 48, ""end"": 55, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""eclipse""}, {""start"": 55, ""end"": 62, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 63, ""end"": 71, ""type"": ""DistneDist"", ""entity"": ""contrast""}, {""start"": 71, ""end"": 109, ""type"": ""DESC"", ""entity"": "" with the extent of separation between""}, {""start"": 110, ""end"": 119, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""cascade23""}, {""start"": 119, ""end"": 123, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 124, ""end"": 135, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""stardust567""}, {""start"": 135, ""end"": 135, ""type"": ""DESC"", ""entity"": "".""}]"
11,The discrepancy between the gap from coej 32 to chint 2 and the gap from cent 4 to cheoint 9 should be noticeable.,"[{""start"": 0, ""end"": 36, ""type"": ""DESC"", ""entity"": ""The discrepancy between the gap from""}, {""start"": 37, ""end"": 44, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""coej 32""}, {""start"": 44, ""end"": 47, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 48, ""end"": 55, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""chint 2""}, {""start"": 55, ""end"": 72, ""type"": ""DESC"", ""entity"": "" and the gap from""}, {""start"": 73, ""end"": 79, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""cent 4""}, {""start"": 79, ""end"": 82, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 83, ""end"": 92, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""cheoint 9""}, {""start"": 92, ""end"": 99, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 100, ""end"": 113, ""type"": ""DistneDist"", ""entity"": ""be noticeable""}, {""start"": 113, ""end"": 113, ""type"": ""DESC"", ""entity"": "".""}]"
12,The divergence in length between nt 2 and pnt 3 and the divergence in length between pkglot 1 and poir 3 should be discernible.,"[{""start"": 0, ""end"": 32, ""type"": ""DESC"", ""entity"": ""The divergence in length between""}, {""start"": 33, ""end"": 37, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""nt 2""}, {""start"": 37, ""end"": 41, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 42, ""end"": 47, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""pnt 3""}, {""start"": 47, ""end"": 84, ""type"": ""DESC"", ""entity"": "" and the divergence in length between""}, {""start"": 85, ""end"": 93, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""pkglot 1""}, {""start"": 93, ""end"": 97, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 98, ""end"": 104, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""poir 3""}, {""start"": 104, ""end"": 114, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 115, ""end"": 126, ""type"": ""DistneDist"", ""entity"": ""discernible""}, {""start"": 126, ""end"": 126, ""type"": ""DESC"", ""entity"": "".""}]"
13,The dissimilarity in distance between x9Ab and m2Rc and the dissimilarity in distance between t3Fd and q8Ef should be apparent.,"[{""start"": 0, ""end"": 37, ""type"": ""DESC"", ""entity"": ""The dissimilarity in distance between""}, {""start"": 38, ""end"": 42, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""x9Ab""}, {""start"": 42, ""end"": 46, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 47, ""end"": 51, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""m2Rc""}, {""start"": 51, ""end"": 93, ""type"": ""DESC"", ""entity"": "" and the dissimilarity in distance between""}, {""start"": 94, ""end"": 98, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""t3Fd""}, {""start"": 98, ""end"": 102, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 103, ""end"": 107, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""q8Ef""}, {""start"": 107, ""end"": 117, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 118, ""end"": 126, ""type"": ""DistneDist"", ""entity"": ""apparent""}, {""start"": 126, ""end"": 126, ""type"": ""DESC"", ""entity"": "".""}]"
14,The distance between wX4j and v3TgFQ must be different from the distance between d8Wq and y9Kp.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The distance between""}, {""start"": 21, ""end"": 25, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""wX4j""}, {""start"": 25, ""end"": 29, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 30, ""end"": 36, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""v3TgFQ""}, {""start"": 36, ""end"": 44, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 45, ""end"": 54, ""type"": ""DistneDist"", ""entity"": ""different""}, {""start"": 54, ""end"": 80, ""type"": ""DESC"", ""entity"": "" from the distance between""}, {""start"": 81, ""end"": 85, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""d8Wq""}, {""start"": 85, ""end"": 89, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 90, ""end"": 94, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""y9Kp""}, {""start"": 94, ""end"": 94, ""type"": ""DESC"", ""entity"": "".""}]"
15,The separation from loion6 to xzxcezed863JHion11 should not equal the separation from locao to lce23ion 17.,"[{""start"": 0, ""end"": 19, ""type"": ""DESC"", ""entity"": ""The separation from""}, {""start"": 20, ""end"": 26, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""loion6""}, {""start"": 26, ""end"": 29, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 30, ""end"": 48, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""xzxcezed863JHion11""}, {""start"": 48, ""end"": 55, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 56, ""end"": 65, ""type"": ""DistneDist"", ""entity"": ""not equal""}, {""start"": 65, ""end"": 85, ""type"": ""DESC"", ""entity"": "" the separation from""}, {""start"": 86, ""end"": 91, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""locao""}, {""start"": 91, ""end"": 94, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 95, ""end"": 106, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""lce23ion 17""}, {""start"": 106, ""end"": 106, ""type"": ""DESC"", ""entity"": "".""}]"
16,The interval between dkekj and dzkdot5 ought to contrast with the interval between vleplkp and lvzrlo.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The interval between""}, {""start"": 21, ""end"": 26, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""dkekj""}, {""start"": 26, ""end"": 30, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 31, ""end"": 38, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""dzkdot5""}, {""start"": 38, ""end"": 47, ""type"": ""DESC"", ""entity"": "" ought to""}, {""start"": 48, ""end"": 56, ""type"": ""DistneDist"", ""entity"": ""contrast""}, {""start"": 56, ""end"": 82, ""type"": ""DESC"", ""entity"": "" with the interval between""}, {""start"": 83, ""end"": 90, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""vleplkp""}, {""start"": 90, ""end"": 94, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 95, ""end"": 101, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""lvzrlo""}, {""start"": 101, ""end"": 101, ""type"": ""DESC"", ""entity"": "".""}]"
17,The space separating moonlight9 and galaxy15 should not match the space separating wanderlust6 and sundown15.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The space separating""}, {""start"": 21, ""end"": 31, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""moonlight9""}, {""start"": 31, ""end"": 35, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 36, ""end"": 44, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""galaxy15""}, {""start"": 44, ""end"": 51, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 52, ""end"": 61, ""type"": ""DistneDist"", ""entity"": ""not match""}, {""start"": 61, ""end"": 82, ""type"": ""DESC"", ""entity"": "" the space separating""}, {""start"": 83, ""end"": 94, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""wanderlust6""}, {""start"": 94, ""end"": 98, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 99, ""end"": 108, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""sundown15""}, {""start"": 108, ""end"": 108, ""type"": ""DESC"", ""entity"": "".""}]"
18,The span between dsz2 and Y98pqr must differ from the span between A72cd and Y98pqr.,"[{""start"": 0, ""end"": 16, ""type"": ""DESC"", ""entity"": ""The span between""}, {""start"": 17, ""end"": 21, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""dsz2""}, {""start"": 21, ""end"": 25, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 26, ""end"": 32, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""Y98pqr""}, {""start"": 32, ""end"": 37, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 38, ""end"": 49, ""type"": ""DistneDist"", ""entity"": ""differ from""}, {""start"": 49, ""end"": 66, ""type"": ""DESC"", ""entity"": "" the span between""}, {""start"": 67, ""end"": 72, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""A72cd""}, {""start"": 72, ""end"": 76, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 77, ""end"": 83, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""Y98pqr""}, {""start"": 83, ""end"": 83, ""type"": ""DESC"", ""entity"": "".""}]"
19,The distance from XY78 to abcd should not be equal to the distance from pq2 to LMN.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The distance from""}, {""start"": 18, ""end"": 22, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""XY78""}, {""start"": 22, ""end"": 25, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 26, ""end"": 30, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""abcd""}, {""start"": 30, ""end"": 37, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 38, ""end"": 53, ""type"": ""DistneDist"", ""entity"": ""not be equal to""}, {""start"": 53, ""end"": 71, ""type"": ""DESC"", ""entity"": "" the distance from""}, {""start"": 72, ""end"": 75, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""pq2""}, {""start"": 75, ""end"": 78, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 79, ""end"": 82, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""LMN""}, {""start"": 82, ""end"": 82, ""type"": ""DESC"", ""entity"": "".""}]"
20,The measure of separation between  err 13 and  int 5 should deviate from the measure of separation between  pfeer 16 and  plfm 9.,"[{""start"": 0, ""end"": 34, ""type"": ""DESC"", ""entity"": ""The measure of separation between ""}, {""start"": 35, ""end"": 41, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""err 13""}, {""start"": 41, ""end"": 46, ""type"": ""DESC"", ""entity"": "" and ""}, {""start"": 47, ""end"": 52, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""int 5""}, {""start"": 52, ""end"": 59, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 60, ""end"": 67, ""type"": ""DistneDist"", ""entity"": ""deviate""}, {""start"": 67, ""end"": 107, ""type"": ""DESC"", ""entity"": "" from the measure of separation between ""}, {""start"": 108, ""end"": 116, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""pfeer 16""}, {""start"": 116, ""end"": 121, ""type"": ""DESC"", ""entity"": "" and ""}, {""start"": 122, ""end"": 128, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""plfm 9""}, {""start"": 128, ""end"": 128, ""type"": ""DESC"", ""entity"": "".""}]"
21,The length between s1Gh and p5Tk should be distinct from the length between r6Ly and w4Mz.,"[{""start"": 0, ""end"": 18, ""type"": ""DESC"", ""entity"": ""The length between""}, {""start"": 19, ""end"": 23, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""s1Gh""}, {""start"": 23, ""end"": 27, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 28, ""end"": 32, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""p5Tk""}, {""start"": 32, ""end"": 42, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 43, ""end"": 51, ""type"": ""DistneDist"", ""entity"": ""distinct""}, {""start"": 51, ""end"": 75, ""type"": ""DESC"", ""entity"": "" from the length between""}, {""start"": 76, ""end"": 80, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""r6Ly""}, {""start"": 80, ""end"": 84, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 85, ""end"": 89, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""w4Mz""}, {""start"": 89, ""end"": 89, ""type"": ""DESC"", ""entity"": "".""}]"
22,The gap between xHj2 and aB1L must not equal the gap between yTg67 and Zm8e.,"[{""start"": 0, ""end"": 15, ""type"": ""DESC"", ""entity"": ""The gap between""}, {""start"": 16, ""end"": 20, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""xHj2""}, {""start"": 20, ""end"": 24, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 25, ""end"": 29, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""aB1L""}, {""start"": 29, ""end"": 34, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 35, ""end"": 44, ""type"": ""DistneDist"", ""entity"": ""not equal""}, {""start"": 44, ""end"": 60, ""type"": ""DESC"", ""entity"": "" the gap between""}, {""start"": 61, ""end"": 66, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""yTg67""}, {""start"": 66, ""end"": 70, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 71, ""end"": 75, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""Zm8e""}, {""start"": 75, ""end"": 75, ""type"": ""DESC"", ""entity"": "".""}]"
23,The difference in distance between m6Hf and iV2lDj should be noticeable compared to the difference in distance between p7Nk and o1Sx.,"[{""start"": 0, ""end"": 34, ""type"": ""DESC"", ""entity"": ""The difference in distance between""}, {""start"": 35, ""end"": 39, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""m6Hf""}, {""start"": 39, ""end"": 43, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 44, ""end"": 50, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""iV2lDj""}, {""start"": 50, ""end"": 60, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 61, ""end"": 71, ""type"": ""DistneDist"", ""entity"": ""noticeable""}, {""start"": 71, ""end"": 118, ""type"": ""DESC"", ""entity"": "" compared to the difference in distance between""}, {""start"": 119, ""end"": 123, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""p7Nk""}, {""start"": 123, ""end"": 127, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 128, ""end"": 132, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""o1Sx""}, {""start"": 132, ""end"": 132, ""type"": ""DESC"", ""entity"": "".""}]"
24,The extent of separation between supernova13 and cosmos6 should contrast with the extent of separation between infinity9 and equinox17.,"[{""start"": 0, ""end"": 32, ""type"": ""DESC"", ""entity"": ""The extent of separation between""}, {""start"": 33, ""end"": 44, ""type"": ""Dist_Left_Elm_1"", ""entity"": ""supernova13""}, {""start"": 44, ""end"": 48, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 49, ""end"": 56, ""type"": ""Dist_Left_Elm_2"", ""entity"": ""cosmos6""}, {""start"": 56, ""end"": 63, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 64, ""end"": 72, ""type"": ""DistneDist"", ""entity"": ""contrast""}, {""start"": 72, ""end"": 110, ""type"": ""DESC"", ""entity"": "" with the extent of separation between""}, {""start"": 111, ""end"": 120, ""type"": ""Dist_Right_Elm_1"", ""entity"": ""infinity9""}, {""start"": 120, ""end"": 124, ""type"": ""DESC"", ""entity"": "" and""}, {""start"": 125, ""end"": 134, ""type"": ""Dist_Right_Elm_2"", ""entity"": ""equinox17""}, {""start"": 134, ""end"": 134, ""type"": ""DESC"", ""entity"": "".""}]"
