,problem,problem_entities
10,The time taken to complete the task 6 should be longer than 30 minutes.,"[{""start"": 0, ""end"": 30, ""type"": ""DESC"", ""entity"": ""The time taken to complete the""}, {""start"": 31, ""end"": 37, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""task 6""}, {""start"": 37, ""end"": 47, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 48, ""end"": 59, ""type"": ""gt"", ""entity"": ""longer than""}, {""start"": 60, ""end"": 62, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""30""}, {""start"": 62, ""end"": 70, ""type"": ""DESC"", ""entity"": "" minutes.""}]"
11,"The population of the city2 should exceed 100,000 inhabitants.","[{""start"": 0, ""end"": 21, ""type"": ""DESC"", ""entity"": ""The population of the""}, {""start"": 22, ""end"": 27, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""city2""}, {""start"": 27, ""end"": 34, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 35, ""end"": 41, ""type"": ""gt"", ""entity"": ""exceed""}, {""start"": 42, ""end"": 49, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""100,000""}, {""start"": 49, ""end"": 61, ""type"": ""DESC"", ""entity"": "" inhabitants.""}]"
12,The height of the building 4 needs to surpass 50 stories.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The height of the""}, {""start"": 18, ""end"": 28, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""building 4""}, {""start"": 28, ""end"": 37, ""type"": ""DESC"", ""entity"": "" needs to""}, {""start"": 38, ""end"": 45, ""type"": ""gt"", ""entity"": ""surpass""}, {""start"": 46, ""end"": 48, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""50""}, {""start"": 48, ""end"": 56, ""type"": ""DESC"", ""entity"": "" stories.""}]"
13,The voting percentage in the election9 must be higher than 60%.,"[{""start"": 0, ""end"": 28, ""type"": ""DESC"", ""entity"": ""The voting percentage in the""}, {""start"": 29, ""end"": 38, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""election9""}, {""start"": 38, ""end"": 46, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 47, ""end"": 58, ""type"": ""gt"", ""entity"": ""higher than""}, {""start"": 59, ""end"": 61, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""60""}, {""start"": 61, ""end"": 62, ""type"": ""DESC"", ""entity"": ""%.""}]"
14,The acidity level of the water2 should be greater than pH 6.,"[{""start"": 0, ""end"": 24, ""type"": ""DESC"", ""entity"": ""The acidity level of the""}, {""start"": 25, ""end"": 31, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""water2""}, {""start"": 31, ""end"": 41, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 42, ""end"": 54, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 54, ""end"": 57, ""type"": ""DESC"", ""entity"": "" pH""}, {""start"": 58, ""end"": 59, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""6""}, {""start"": 59, ""end"": 59, ""type"": ""DESC"", ""entity"": "".""}]"
15,The score in the game10 needs to exceed 100 points.,"[{""start"": 0, ""end"": 16, ""type"": ""DESC"", ""entity"": ""The score in the""}, {""start"": 17, ""end"": 23, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""game10""}, {""start"": 23, ""end"": 32, ""type"": ""DESC"", ""entity"": "" needs to""}, {""start"": 33, ""end"": 39, ""type"": ""gt"", ""entity"": ""exceed""}, {""start"": 40, ""end"": 43, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""100""}, {""start"": 43, ""end"": 50, ""type"": ""DESC"", ""entity"": "" points.""}]"
16,"The attendance at the event 1 must surpass 1,000 participants.","[{""start"": 0, ""end"": 21, ""type"": ""DESC"", ""entity"": ""The attendance at the""}, {""start"": 22, ""end"": 29, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""event 1""}, {""start"": 29, ""end"": 34, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 35, ""end"": 42, ""type"": ""gt"", ""entity"": ""surpass""}, {""start"": 43, ""end"": 48, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""1,000""}, {""start"": 48, ""end"": 61, ""type"": ""DESC"", ""entity"": "" participants.""}]"
17,"The salary of the employee 3 should be higher than $50,000 per year.","[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The salary of the""}, {""start"": 18, ""end"": 28, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""employee 3""}, {""start"": 28, ""end"": 38, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 39, ""end"": 50, ""type"": ""gt"", ""entity"": ""higher than""}, {""start"": 50, ""end"": 51, ""type"": ""DESC"", ""entity"": "" ""}, {""start"": 52, ""end"": 58, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""50,000""}, {""start"": 58, ""end"": 67, ""type"": ""DESC"", ""entity"": "" per year.""}]"
18,The age of the applicant18 must be above or equal to 18 years for the job position.,"[{""start"": 0, ""end"": 14, ""type"": ""DESC"", ""entity"": ""The age of the""}, {""start"": 15, ""end"": 26, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""applicant18""}, {""start"": 26, ""end"": 34, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 35, ""end"": 49, ""type"": ""ge"", ""entity"": ""above or equal""}, {""start"": 49, ""end"": 52, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 53, ""end"": 55, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""18""}, {""start"": 55, ""end"": 82, ""type"": ""DESC"", ""entity"": "" years for the job position.""}]"
19,The rating of the movie 12 should be higher than or equal to 4 stars.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The rating of the""}, {""start"": 18, ""end"": 26, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""movie 12""}, {""start"": 26, ""end"": 36, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 37, ""end"": 57, ""type"": ""ge"", ""entity"": ""higher than or equal""}, {""start"": 57, ""end"": 60, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 61, ""end"": 62, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""4""}, {""start"": 62, ""end"": 68, ""type"": ""DESC"", ""entity"": "" stars.""}]"
20,The weight of the package3 should be above 5 kilograms.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The weight of the""}, {""start"": 18, ""end"": 26, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""package3""}, {""start"": 26, ""end"": 36, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 37, ""end"": 42, ""type"": ""gt"", ""entity"": ""above""}, {""start"": 43, ""end"": 44, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""5""}, {""start"": 44, ""end"": 54, ""type"": ""DESC"", ""entity"": "" kilograms.""}]"
21,The temperature in the kitchen 1 must be higher than or equal to 24 degrees Celsius.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The temperature in the""}, {""start"": 23, ""end"": 32, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""kitchen 1""}, {""start"": 32, ""end"": 40, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 41, ""end"": 61, ""type"": ""ge"", ""entity"": ""higher than or equal""}, {""start"": 61, ""end"": 64, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 65, ""end"": 67, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""24""}, {""start"": 67, ""end"": 83, ""type"": ""DESC"", ""entity"": "" degrees Celsius.""}]"
22,"The value of stock portfolio 7 must be greater than 10,000 dollars.","[{""start"": 0, ""end"": 18, ""type"": ""DESC"", ""entity"": ""The value of stock""}, {""start"": 19, ""end"": 30, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""portfolio 7""}, {""start"": 30, ""end"": 38, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 39, ""end"": 51, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 52, ""end"": 58, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""10,000""}, {""start"": 58, ""end"": 66, ""type"": ""DESC"", ""entity"": "" dollars.""}]"
23,The capacity of the storage tank 9 should exceed 100 liters.,"[{""start"": 0, ""end"": 19, ""type"": ""DESC"", ""entity"": ""The capacity of the""}, {""start"": 20, ""end"": 34, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""storage tank 9""}, {""start"": 34, ""end"": 41, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 42, ""end"": 48, ""type"": ""gt"", ""entity"": ""exceed""}, {""start"": 49, ""end"": 52, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""100""}, {""start"": 52, ""end"": 59, ""type"": ""DESC"", ""entity"": "" liters.""}]"
24,The maximum speed of the vehicle2 must surpass 80 miles per hour.,"[{""start"": 0, ""end"": 24, ""type"": ""DESC"", ""entity"": ""The maximum speed of the""}, {""start"": 25, ""end"": 33, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""vehicle2""}, {""start"": 33, ""end"": 38, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 39, ""end"": 46, ""type"": ""gt"", ""entity"": ""surpass""}, {""start"": 47, ""end"": 49, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""80""}, {""start"": 49, ""end"": 64, ""type"": ""DESC"", ""entity"": "" miles per hour.""}]"
25,"The quarterly profit for the company3 should be higher than or equal to $10,000.","[{""start"": 0, ""end"": 28, ""type"": ""DESC"", ""entity"": ""The quarterly profit for the""}, {""start"": 29, ""end"": 37, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""company3""}, {""start"": 37, ""end"": 47, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 48, ""end"": 68, ""type"": ""ge"", ""entity"": ""higher than or equal""}, {""start"": 68, ""end"": 72, ""type"": ""DESC"", ""entity"": "" to ""}, {""start"": 73, ""end"": 79, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""10,000""}, {""start"": 79, ""end"": 79, ""type"": ""DESC"", ""entity"": "".""}]"
26,The length of the rope9 must be longer than 2 meters.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The length of the""}, {""start"": 18, ""end"": 23, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""rope9""}, {""start"": 23, ""end"": 31, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 32, ""end"": 43, ""type"": ""gt"", ""entity"": ""longer than""}, {""start"": 44, ""end"": 45, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""2""}, {""start"": 45, ""end"": 52, ""type"": ""DESC"", ""entity"": "" meters.""}]"
27,The humidity level in the greenhouse 10 should rise above or equal to 70%.,"[{""start"": 0, ""end"": 25, ""type"": ""DESC"", ""entity"": ""The humidity level in the""}, {""start"": 26, ""end"": 39, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""greenhouse 10""}, {""start"": 39, ""end"": 46, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 47, ""end"": 66, ""type"": ""ge"", ""entity"": ""rise above or equal""}, {""start"": 66, ""end"": 69, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 70, ""end"": 72, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""70""}, {""start"": 72, ""end"": 73, ""type"": ""DESC"", ""entity"": ""%.""}]"
28,The number of followers on the social media post9 must exceed 500.,"[{""start"": 0, ""end"": 43, ""type"": ""DESC"", ""entity"": ""The number of followers on the social media""}, {""start"": 44, ""end"": 49, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""post9""}, {""start"": 49, ""end"": 54, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 55, ""end"": 61, ""type"": ""gt"", ""entity"": ""exceed""}, {""start"": 62, ""end"": 65, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""500""}, {""start"": 65, ""end"": 65, ""type"": ""DESC"", ""entity"": "".""}]"
29,The concentration of salt in the solution17 needs to be greater than or equal to 5%.,"[{""start"": 0, ""end"": 32, ""type"": ""DESC"", ""entity"": ""The concentration of salt in the""}, {""start"": 33, ""end"": 43, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""solution17""}, {""start"": 43, ""end"": 55, ""type"": ""DESC"", ""entity"": "" needs to be""}, {""start"": 56, ""end"": 77, ""type"": ""ge"", ""entity"": ""greater than or equal""}, {""start"": 77, ""end"": 80, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 81, ""end"": 82, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""5""}, {""start"": 82, ""end"": 83, ""type"": ""DESC"", ""entity"": ""%.""}]"
30,The duration of the task 9 should be longer than or equal to 30 minutes.,"[{""start"": 0, ""end"": 19, ""type"": ""DESC"", ""entity"": ""The duration of the""}, {""start"": 20, ""end"": 26, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""task 9""}, {""start"": 26, ""end"": 36, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 37, ""end"": 57, ""type"": ""ge"", ""entity"": ""longer than or equal""}, {""start"": 57, ""end"": 60, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 61, ""end"": 63, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""30""}, {""start"": 63, ""end"": 71, ""type"": ""DESC"", ""entity"": "" minutes.""}]"
31,"The population of the town10 must exceed or equal 100,000 residents.","[{""start"": 0, ""end"": 21, ""type"": ""DESC"", ""entity"": ""The population of the""}, {""start"": 22, ""end"": 28, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""town10""}, {""start"": 28, ""end"": 33, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 34, ""end"": 49, ""type"": ""ge"", ""entity"": ""exceed or equal""}, {""start"": 50, ""end"": 57, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""100,000""}, {""start"": 57, ""end"": 67, ""type"": ""DESC"", ""entity"": "" residents.""}]"
32,The height of the skyscraper3 needs to surpass or equal 50 floors.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The height of the""}, {""start"": 18, ""end"": 29, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""skyscraper3""}, {""start"": 29, ""end"": 38, ""type"": ""DESC"", ""entity"": "" needs to""}, {""start"": 39, ""end"": 55, ""type"": ""ge"", ""entity"": ""surpass or equal""}, {""start"": 56, ""end"": 58, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""50""}, {""start"": 58, ""end"": 65, ""type"": ""DESC"", ""entity"": "" floors.""}]"
33,The voter turnout in the election1 must be higher than or equal to 60%.,"[{""start"": 0, ""end"": 24, ""type"": ""DESC"", ""entity"": ""The voter turnout in the""}, {""start"": 25, ""end"": 34, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""election1""}, {""start"": 34, ""end"": 42, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 43, ""end"": 63, ""type"": ""ge"", ""entity"": ""higher than or equal""}, {""start"": 63, ""end"": 66, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 67, ""end"": 69, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""60""}, {""start"": 69, ""end"": 70, ""type"": ""DESC"", ""entity"": ""%.""}]"
34,The pH level of the water 19 should be greater than or equal to 6.,"[{""start"": 0, ""end"": 19, ""type"": ""DESC"", ""entity"": ""The pH level of the""}, {""start"": 20, ""end"": 28, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""water 19""}, {""start"": 28, ""end"": 38, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 39, ""end"": 60, ""type"": ""ge"", ""entity"": ""greater than or equal""}, {""start"": 60, ""end"": 63, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 64, ""end"": 65, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""6""}, {""start"": 65, ""end"": 65, ""type"": ""DESC"", ""entity"": "".""}]"
35,The value of box 5 should be less than 10.,"[{""start"": 0, ""end"": 12, ""type"": ""DESC"", ""entity"": ""The value of""}, {""start"": 13, ""end"": 18, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""box 5""}, {""start"": 18, ""end"": 28, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 29, ""end"": 38, ""type"": ""lt"", ""entity"": ""less than""}, {""start"": 39, ""end"": 41, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""10""}, {""start"": 41, ""end"": 41, ""type"": ""DESC"", ""entity"": "".""}]"
36,The temperature of the room7 must be lower than 20 degrees Celsius.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The temperature of the""}, {""start"": 23, ""end"": 28, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""room7""}, {""start"": 28, ""end"": 36, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 37, ""end"": 47, ""type"": ""lt"", ""entity"": ""lower than""}, {""start"": 48, ""end"": 50, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""20""}, {""start"": 50, ""end"": 66, ""type"": ""DESC"", ""entity"": "" degrees Celsius.""}]"
37,"The worth of family heirloom3 must be less than $1,000.","[{""start"": 0, ""end"": 19, ""type"": ""DESC"", ""entity"": ""The worth of family""}, {""start"": 20, ""end"": 29, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""heirloom3""}, {""start"": 29, ""end"": 37, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 38, ""end"": 47, ""type"": ""lt"", ""entity"": ""less than""}, {""start"": 47, ""end"": 48, ""type"": ""DESC"", ""entity"": "" ""}, {""start"": 49, ""end"": 54, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""1,000""}, {""start"": 54, ""end"": 54, ""type"": ""DESC"", ""entity"": "".""}]"
38,The quantity in box1 should not exceed 50 units.,"[{""start"": 0, ""end"": 15, ""type"": ""DESC"", ""entity"": ""The quantity in""}, {""start"": 16, ""end"": 20, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""box1""}, {""start"": 20, ""end"": 27, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 28, ""end"": 38, ""type"": ""lt"", ""entity"": ""not exceed""}, {""start"": 39, ""end"": 41, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""50""}, {""start"": 41, ""end"": 47, ""type"": ""DESC"", ""entity"": "" units.""}]"
39,The speed of the car9 must not surpass 60 kilometers per hour.,"[{""start"": 0, ""end"": 16, ""type"": ""DESC"", ""entity"": ""The speed of the""}, {""start"": 17, ""end"": 21, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""car9""}, {""start"": 21, ""end"": 26, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 27, ""end"": 38, ""type"": ""lt"", ""entity"": ""not surpass""}, {""start"": 39, ""end"": 41, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""60""}, {""start"": 41, ""end"": 61, ""type"": ""DESC"", ""entity"": "" kilometers per hour.""}]"
40,"The sales revenue for the month 4 should be lower than $5,000.","[{""start"": 0, ""end"": 25, ""type"": ""DESC"", ""entity"": ""The sales revenue for the""}, {""start"": 26, ""end"": 33, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""month 4""}, {""start"": 33, ""end"": 43, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 44, ""end"": 54, ""type"": ""lt"", ""entity"": ""lower than""}, {""start"": 54, ""end"": 55, ""type"": ""DESC"", ""entity"": "" ""}, {""start"": 56, ""end"": 61, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""5,000""}, {""start"": 61, ""end"": 61, ""type"": ""DESC"", ""entity"": "".""}]"
41,The length of the rope 6 must not exceed 1 meter.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The length of the""}, {""start"": 18, ""end"": 24, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""rope 6""}, {""start"": 24, ""end"": 29, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 30, ""end"": 40, ""type"": ""le"", ""entity"": ""not exceed""}, {""start"": 41, ""end"": 42, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""1""}, {""start"": 42, ""end"": 48, ""type"": ""DESC"", ""entity"": "" meter.""}]"
42,The level of humidity in the greenhouse 2 should not go above 60%.,"[{""start"": 0, ""end"": 28, ""type"": ""DESC"", ""entity"": ""The level of humidity in the""}, {""start"": 29, ""end"": 41, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""greenhouse 2""}, {""start"": 41, ""end"": 48, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 49, ""end"": 61, ""type"": ""lt"", ""entity"": ""not go above""}, {""start"": 62, ""end"": 64, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""60""}, {""start"": 64, ""end"": 65, ""type"": ""DESC"", ""entity"": ""%.""}]"
43,The number of dislikes on the post12 should not exceed 100.,"[{""start"": 0, ""end"": 29, ""type"": ""DESC"", ""entity"": ""The number of dislikes on the""}, {""start"": 30, ""end"": 36, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""post12""}, {""start"": 36, ""end"": 43, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 44, ""end"": 54, ""type"": ""lt"", ""entity"": ""not exceed""}, {""start"": 55, ""end"": 58, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""100""}, {""start"": 58, ""end"": 58, ""type"": ""DESC"", ""entity"": "".""}]"
