,problem,problem_entities
10,cell12 should not be the same as cell7,"[{""start"": 0, ""end"": 6, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""cell12""}, {""start"": 6, ""end"": 13, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 14, ""end"": 32, ""type"": ""ne"", ""entity"": ""not be the same as""}, {""start"": 33, ""end"": 38, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""cell7""}, {""start"": 38, ""end"": 37, ""type"": ""DESC"", ""entity"": """"}]"
11,fruit1 should be different than phone4,"[{""start"": 0, ""end"": 6, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""fruit1""}, {""start"": 6, ""end"": 13, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 14, ""end"": 31, ""type"": ""ne"", ""entity"": ""be different than""}, {""start"": 32, ""end"": 38, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""phone4""}, {""start"": 38, ""end"": 37, ""type"": ""DESC"", ""entity"": """"}]"
12,The temperature in city1 should exceed the temperature in city2.,"[{""start"": 0, ""end"": 18, ""type"": ""DESC"", ""entity"": ""The temperature in""}, {""start"": 19, ""end"": 24, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""city1""}, {""start"": 24, ""end"": 31, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 32, ""end"": 38, ""type"": ""gt"", ""entity"": ""exceed""}, {""start"": 38, ""end"": 57, ""type"": ""DESC"", ""entity"": "" the temperature in""}, {""start"": 58, ""end"": 63, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""city2""}, {""start"": 63, ""end"": 63, ""type"": ""DESC"", ""entity"": "".""}]"
13,The sales of product1 should be higher than the sales of product3.,"[{""start"": 0, ""end"": 12, ""type"": ""DESC"", ""entity"": ""The sales of""}, {""start"": 13, ""end"": 21, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""product1""}, {""start"": 21, ""end"": 31, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 32, ""end"": 43, ""type"": ""gt"", ""entity"": ""higher than""}, {""start"": 43, ""end"": 56, ""type"": ""DESC"", ""entity"": "" the sales of""}, {""start"": 57, ""end"": 65, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""product3""}, {""start"": 65, ""end"": 65, ""type"": ""DESC"", ""entity"": "".""}]"
14,The population of country3 should surpass the population of country6.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The population of""}, {""start"": 18, ""end"": 26, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""country3""}, {""start"": 26, ""end"": 33, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 34, ""end"": 41, ""type"": ""gt"", ""entity"": ""surpass""}, {""start"": 41, ""end"": 59, ""type"": ""DESC"", ""entity"": "" the population of""}, {""start"": 60, ""end"": 68, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""country6""}, {""start"": 68, ""end"": 68, ""type"": ""DESC"", ""entity"": "".""}]"
15,The marathon time for runner1 should be faster than the time for runner5.,"[{""start"": 0, ""end"": 21, ""type"": ""DESC"", ""entity"": ""The marathon time for""}, {""start"": 22, ""end"": 29, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""runner1""}, {""start"": 29, ""end"": 39, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 40, ""end"": 51, ""type"": ""gt"", ""entity"": ""faster than""}, {""start"": 51, ""end"": 64, ""type"": ""DESC"", ""entity"": "" the time for""}, {""start"": 65, ""end"": 72, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""runner5""}, {""start"": 72, ""end"": 72, ""type"": ""DESC"", ""entity"": "".""}]"
16,The number of likes on post1 should be greater than the number of likes on post4.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The number of likes on""}, {""start"": 23, ""end"": 28, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""post1""}, {""start"": 28, ""end"": 38, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 39, ""end"": 51, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 51, ""end"": 74, ""type"": ""DESC"", ""entity"": "" the number of likes on""}, {""start"": 75, ""end"": 80, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""post4""}, {""start"": 80, ""end"": 80, ""type"": ""DESC"", ""entity"": "".""}]"
17,The IQ score of student3 should be higher than the IQ score of student7.,"[{""start"": 0, ""end"": 15, ""type"": ""DESC"", ""entity"": ""The IQ score of""}, {""start"": 16, ""end"": 24, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""student3""}, {""start"": 24, ""end"": 34, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 35, ""end"": 46, ""type"": ""gt"", ""entity"": ""higher than""}, {""start"": 46, ""end"": 62, ""type"": ""DESC"", ""entity"": "" the IQ score of""}, {""start"": 63, ""end"": 71, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""student7""}, {""start"": 71, ""end"": 71, ""type"": ""DESC"", ""entity"": "".""}]"
18,The price of stock1 should be greater than the price of stock9.,"[{""start"": 0, ""end"": 12, ""type"": ""DESC"", ""entity"": ""The price of""}, {""start"": 13, ""end"": 19, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""stock1""}, {""start"": 19, ""end"": 29, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 30, ""end"": 42, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 42, ""end"": 55, ""type"": ""DESC"", ""entity"": "" the price of""}, {""start"": 56, ""end"": 62, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""stock9""}, {""start"": 62, ""end"": 62, ""type"": ""DESC"", ""entity"": "".""}]"
19,The weight of box2 should be greater than the weight of box3.,"[{""start"": 0, ""end"": 13, ""type"": ""DESC"", ""entity"": ""The weight of""}, {""start"": 14, ""end"": 18, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""box2""}, {""start"": 18, ""end"": 28, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 29, ""end"": 41, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 41, ""end"": 55, ""type"": ""DESC"", ""entity"": "" the weight of""}, {""start"": 56, ""end"": 60, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""box3""}, {""start"": 60, ""end"": 60, ""type"": ""DESC"", ""entity"": "".""}]"
20,The rating of movie1 should be higher than the rating of movie6.,"[{""start"": 0, ""end"": 13, ""type"": ""DESC"", ""entity"": ""The rating of""}, {""start"": 14, ""end"": 20, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""movie1""}, {""start"": 20, ""end"": 30, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 31, ""end"": 42, ""type"": ""gt"", ""entity"": ""higher than""}, {""start"": 42, ""end"": 56, ""type"": ""DESC"", ""entity"": "" the rating of""}, {""start"": 57, ""end"": 63, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""movie6""}, {""start"": 63, ""end"": 63, ""type"": ""DESC"", ""entity"": "".""}]"
21,The length of song2 should be longer than the length of song8.,"[{""start"": 0, ""end"": 13, ""type"": ""DESC"", ""entity"": ""The length of""}, {""start"": 14, ""end"": 19, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""song2""}, {""start"": 19, ""end"": 29, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 30, ""end"": 41, ""type"": ""gt"", ""entity"": ""longer than""}, {""start"": 41, ""end"": 55, ""type"": ""DESC"", ""entity"": "" the length of""}, {""start"": 56, ""end"": 61, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""song8""}, {""start"": 61, ""end"": 61, ""type"": ""DESC"", ""entity"": "".""}]"
22,The speed of car1 should be greater than the speed of car4.,"[{""start"": 0, ""end"": 12, ""type"": ""DESC"", ""entity"": ""The speed of""}, {""start"": 13, ""end"": 17, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""car1""}, {""start"": 17, ""end"": 27, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 28, ""end"": 40, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 40, ""end"": 53, ""type"": ""DESC"", ""entity"": "" the speed of""}, {""start"": 54, ""end"": 58, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""car4""}, {""start"": 58, ""end"": 58, ""type"": ""DESC"", ""entity"": "".""}]"
23,The age of person2 should be greater than the age of person5.,"[{""start"": 0, ""end"": 10, ""type"": ""DESC"", ""entity"": ""The age of""}, {""start"": 11, ""end"": 18, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""person2""}, {""start"": 18, ""end"": 28, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 29, ""end"": 41, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 41, ""end"": 52, ""type"": ""DESC"", ""entity"": "" the age of""}, {""start"": 53, ""end"": 60, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""person5""}, {""start"": 60, ""end"": 60, ""type"": ""DESC"", ""entity"": "".""}]"
24,The budget for project1 should exceed the budget for project9.,"[{""start"": 0, ""end"": 14, ""type"": ""DESC"", ""entity"": ""The budget for""}, {""start"": 15, ""end"": 23, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""project1""}, {""start"": 23, ""end"": 30, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 31, ""end"": 37, ""type"": ""gt"", ""entity"": ""exceed""}, {""start"": 37, ""end"": 52, ""type"": ""DESC"", ""entity"": "" the budget for""}, {""start"": 53, ""end"": 61, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""project9""}, {""start"": 61, ""end"": 61, ""type"": ""DESC"", ""entity"": "".""}]"
25,The height of tree1 should be greater than the height of tree2.,"[{""start"": 0, ""end"": 13, ""type"": ""DESC"", ""entity"": ""The height of""}, {""start"": 14, ""end"": 19, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""tree1""}, {""start"": 19, ""end"": 29, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 30, ""end"": 42, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 42, ""end"": 56, ""type"": ""DESC"", ""entity"": "" the height of""}, {""start"": 57, ""end"": 62, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""tree2""}, {""start"": 62, ""end"": 62, ""type"": ""DESC"", ""entity"": "".""}]"
26,The volume of container1 should be greater than the volume of container3.,"[{""start"": 0, ""end"": 13, ""type"": ""DESC"", ""entity"": ""The volume of""}, {""start"": 14, ""end"": 24, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""container1""}, {""start"": 24, ""end"": 34, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 35, ""end"": 47, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 47, ""end"": 61, ""type"": ""DESC"", ""entity"": "" the volume of""}, {""start"": 62, ""end"": 72, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""container3""}, {""start"": 72, ""end"": 72, ""type"": ""DESC"", ""entity"": "".""}]"
27,The salary of employee1 should be higher than the salary of employee7.,"[{""start"": 0, ""end"": 13, ""type"": ""DESC"", ""entity"": ""The salary of""}, {""start"": 14, ""end"": 23, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""employee1""}, {""start"": 23, ""end"": 33, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 34, ""end"": 45, ""type"": ""gt"", ""entity"": ""higher than""}, {""start"": 45, ""end"": 59, ""type"": ""DESC"", ""entity"": "" the salary of""}, {""start"": 60, ""end"": 69, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""employee7""}, {""start"": 69, ""end"": 69, ""type"": ""DESC"", ""entity"": "".""}]"
28,The score of team1 should be greater than the score of team3.,"[{""start"": 0, ""end"": 12, ""type"": ""DESC"", ""entity"": ""The score of""}, {""start"": 13, ""end"": 18, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""team1""}, {""start"": 18, ""end"": 28, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 29, ""end"": 41, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 41, ""end"": 54, ""type"": ""DESC"", ""entity"": "" the score of""}, {""start"": 55, ""end"": 60, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""team3""}, {""start"": 60, ""end"": 60, ""type"": ""DESC"", ""entity"": "".""}]"
29,The attendance at event1 should be higher than the attendance at event4.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The attendance at""}, {""start"": 18, ""end"": 24, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""event1""}, {""start"": 24, ""end"": 34, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 35, ""end"": 46, ""type"": ""gt"", ""entity"": ""higher than""}, {""start"": 46, ""end"": 64, ""type"": ""DESC"", ""entity"": "" the attendance at""}, {""start"": 65, ""end"": 71, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""event4""}, {""start"": 71, ""end"": 71, ""type"": ""DESC"", ""entity"": "".""}]"
30,The horsepower of engine2 should be greater than the horsepower of engine6.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The horsepower of""}, {""start"": 18, ""end"": 25, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""engine2""}, {""start"": 25, ""end"": 35, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 36, ""end"": 48, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 48, ""end"": 66, ""type"": ""DESC"", ""entity"": "" the horsepower of""}, {""start"": 67, ""end"": 74, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""engine6""}, {""start"": 74, ""end"": 74, ""type"": ""DESC"", ""entity"": "".""}]"
31,The brightness of light1 should be greater than the brightness of light5.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The brightness of""}, {""start"": 18, ""end"": 24, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""light1""}, {""start"": 24, ""end"": 34, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 35, ""end"": 47, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 47, ""end"": 65, ""type"": ""DESC"", ""entity"": "" the brightness of""}, {""start"": 66, ""end"": 72, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""light5""}, {""start"": 72, ""end"": 72, ""type"": ""DESC"", ""entity"": "".""}]"
32,The GPA of student1 should be higher than the GPA of student3.,"[{""start"": 0, ""end"": 10, ""type"": ""DESC"", ""entity"": ""The GPA of""}, {""start"": 11, ""end"": 19, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""student1""}, {""start"": 19, ""end"": 29, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 30, ""end"": 41, ""type"": ""gt"", ""entity"": ""higher than""}, {""start"": 41, ""end"": 52, ""type"": ""DESC"", ""entity"": "" the GPA of""}, {""start"": 53, ""end"": 61, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""student3""}, {""start"": 61, ""end"": 61, ""type"": ""DESC"", ""entity"": "".""}]"
33,The number of subscribers for channel2 should be higher than the number of subscribers for channel9.,"[{""start"": 0, ""end"": 29, ""type"": ""DESC"", ""entity"": ""The number of subscribers for""}, {""start"": 30, ""end"": 38, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""channel2""}, {""start"": 38, ""end"": 48, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 49, ""end"": 60, ""type"": ""gt"", ""entity"": ""higher than""}, {""start"": 60, ""end"": 90, ""type"": ""DESC"", ""entity"": "" the number of subscribers for""}, {""start"": 91, ""end"": 99, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""channel9""}, {""start"": 99, ""end"": 99, ""type"": ""DESC"", ""entity"": "".""}]"
34,The income of household1 should be higher than the income of household6.,"[{""start"": 0, ""end"": 13, ""type"": ""DESC"", ""entity"": ""The income of""}, {""start"": 14, ""end"": 24, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""household1""}, {""start"": 24, ""end"": 34, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 35, ""end"": 46, ""type"": ""gt"", ""entity"": ""higher than""}, {""start"": 46, ""end"": 60, ""type"": ""DESC"", ""entity"": "" the income of""}, {""start"": 61, ""end"": 71, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""household6""}, {""start"": 71, ""end"": 71, ""type"": ""DESC"", ""entity"": "".""}]"
35,The age of dog1 should be less than or equal to the age of dog3.,"[{""start"": 0, ""end"": 10, ""type"": ""DESC"", ""entity"": ""The age of""}, {""start"": 11, ""end"": 15, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""dog1""}, {""start"": 15, ""end"": 25, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 26, ""end"": 44, ""type"": ""le"", ""entity"": ""less than or equal""}, {""start"": 44, ""end"": 58, ""type"": ""DESC"", ""entity"": "" to the age of""}, {""start"": 59, ""end"": 63, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""dog3""}, {""start"": 63, ""end"": 63, ""type"": ""DESC"", ""entity"": "".""}]"
36,The quantity of supplies in stock2 should be less than or equal to the quantity in stock7.,"[{""start"": 0, ""end"": 27, ""type"": ""DESC"", ""entity"": ""The quantity of supplies in""}, {""start"": 28, ""end"": 34, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""stock2""}, {""start"": 34, ""end"": 44, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 45, ""end"": 63, ""type"": ""le"", ""entity"": ""less than or equal""}, {""start"": 63, ""end"": 82, ""type"": ""DESC"", ""entity"": "" to the quantity in""}, {""start"": 83, ""end"": 89, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""stock7""}, {""start"": 89, ""end"": 89, ""type"": ""DESC"", ""entity"": "".""}]"
37,The price of item1 should be less than or equal to the price of item5.,"[{""start"": 0, ""end"": 12, ""type"": ""DESC"", ""entity"": ""The price of""}, {""start"": 13, ""end"": 18, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""item1""}, {""start"": 18, ""end"": 28, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 29, ""end"": 47, ""type"": ""le"", ""entity"": ""less than or equal""}, {""start"": 47, ""end"": 63, ""type"": ""DESC"", ""entity"": "" to the price of""}, {""start"": 64, ""end"": 69, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""item5""}, {""start"": 69, ""end"": 69, ""type"": ""DESC"", ""entity"": "".""}]"
38,The height of mountain1 should be less than or equal to the height of mountain4.,"[{""start"": 0, ""end"": 13, ""type"": ""DESC"", ""entity"": ""The height of""}, {""start"": 14, ""end"": 23, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""mountain1""}, {""start"": 23, ""end"": 33, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 34, ""end"": 52, ""type"": ""le"", ""entity"": ""less than or equal""}, {""start"": 52, ""end"": 69, ""type"": ""DESC"", ""entity"": "" to the height of""}, {""start"": 70, ""end"": 79, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""mountain4""}, {""start"": 79, ""end"": 79, ""type"": ""DESC"", ""entity"": "".""}]"
39,The duration of flight2 should be less than the duration of flight6.,"[{""start"": 0, ""end"": 15, ""type"": ""DESC"", ""entity"": ""The duration of""}, {""start"": 16, ""end"": 23, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""flight2""}, {""start"": 23, ""end"": 33, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 34, ""end"": 43, ""type"": ""lt"", ""entity"": ""less than""}, {""start"": 43, ""end"": 59, ""type"": ""DESC"", ""entity"": "" the duration of""}, {""start"": 60, ""end"": 67, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""flight6""}, {""start"": 67, ""end"": 67, ""type"": ""DESC"", ""entity"": "".""}]"
40,The temperature in city1 should be lower than the temperature in city2.,"[{""start"": 0, ""end"": 18, ""type"": ""DESC"", ""entity"": ""The temperature in""}, {""start"": 19, ""end"": 24, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""city1""}, {""start"": 24, ""end"": 34, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 35, ""end"": 45, ""type"": ""lt"", ""entity"": ""lower than""}, {""start"": 45, ""end"": 64, ""type"": ""DESC"", ""entity"": "" the temperature in""}, {""start"": 65, ""end"": 70, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""city2""}, {""start"": 70, ""end"": 70, ""type"": ""DESC"", ""entity"": "".""}]"
41,The sales of product1 should exceed the sales of product3.,"[{""start"": 0, ""end"": 12, ""type"": ""DESC"", ""entity"": ""The sales of""}, {""start"": 13, ""end"": 21, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""product1""}, {""start"": 21, ""end"": 28, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 29, ""end"": 35, ""type"": ""gt"", ""entity"": ""exceed""}, {""start"": 35, ""end"": 48, ""type"": ""DESC"", ""entity"": "" the sales of""}, {""start"": 49, ""end"": 57, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""product3""}, {""start"": 57, ""end"": 57, ""type"": ""DESC"", ""entity"": "".""}]"
42,The population of country3 should be less than the population of country6.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The population of""}, {""start"": 18, ""end"": 26, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""country3""}, {""start"": 26, ""end"": 36, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 37, ""end"": 46, ""type"": ""lt"", ""entity"": ""less than""}, {""start"": 46, ""end"": 64, ""type"": ""DESC"", ""entity"": "" the population of""}, {""start"": 65, ""end"": 73, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""country6""}, {""start"": 73, ""end"": 73, ""type"": ""DESC"", ""entity"": "".""}]"
