,problem,problem_entities
16,Q needs to be greater than 60.,"[{'start': 0, 'end': 1, 'type': 'VARIABLE', 'entity': 'Q'}, {'start': 1, 'end': 13, 'type': 'DESC', 'entity': ' needs to be'}, {'start': 14, 'end': 26, 'type': 'DESC', 'entity': 'greater than'}, {'start': 27, 'end': 29, 'type': 'PARAMETER', 'entity': '60'}, {'start': 29, 'end': 29, 'type': 'DESC', 'entity': '.'}]"
17,V must be higher than 55.,"[{'start': 0, 'end': 1, 'type': 'VARIABLE', 'entity': 'V'}, {'start': 1, 'end': 9, 'type': 'DESC', 'entity': ' must be'}, {'start': 10, 'end': 21, 'type': 'DESC', 'entity': 'higher than'}, {'start': 22, 'end': 24, 'type': 'PARAMETER', 'entity': '55'}, {'start': 24, 'end': 24, 'type': 'DESC', 'entity': '.'}]"
18,U23 should surpass 82.,"[{'start': 0, 'end': 3, 'type': 'VARIABLE', 'entity': 'U23'}, {'start': 3, 'end': 10, 'type': 'DESC', 'entity': ' should'}, {'start': 11, 'end': 18, 'type': 'DESC', 'entity': 'surpass'}, {'start': 19, 'end': 21, 'type': 'PARAMETER', 'entity': '82'}, {'start': 21, 'end': 21, 'type': 'DESC', 'entity': '.'}]"
19,T needs to be greater than 63.,"[{'start': 0, 'end': 1, 'type': 'VARIABLE', 'entity': 'T'}, {'start': 1, 'end': 13, 'type': 'DESC', 'entity': ' needs to be'}, {'start': 14, 'end': 26, 'type': 'DESC', 'entity': 'greater than'}, {'start': 27, 'end': 29, 'type': 'PARAMETER', 'entity': '63'}, {'start': 29, 'end': 29, 'type': 'DESC', 'entity': '.'}]"
20,R should exceed 47.,"[{'start': 0, 'end': 1, 'type': 'VARIABLE', 'entity': 'R'}, {'start': 1, 'end': 8, 'type': 'DESC', 'entity': ' should'}, {'start': 9, 'end': 15, 'type': 'DESC', 'entity': 'exceed'}, {'start': 16, 'end': 18, 'type': 'PARAMETER', 'entity': '47'}, {'start': 18, 'end': 18, 'type': 'DESC', 'entity': '.'}]"
21,S must be greater than 71.,"[{'start': 0, 'end': 1, 'type': 'VARIABLE', 'entity': 'S'}, {'start': 1, 'end': 9, 'type': 'DESC', 'entity': ' must be'}, {'start': 10, 'end': 22, 'type': 'DESC', 'entity': 'greater than'}, {'start': 23, 'end': 25, 'type': 'PARAMETER', 'entity': '71'}, {'start': 25, 'end': 25, 'type': 'DESC', 'entity': '.'}]"
22,P needs to surpass 66.,"[{'start': 0, 'end': 1, 'type': 'VARIABLE', 'entity': 'P'}, {'start': 1, 'end': 10, 'type': 'DESC', 'entity': ' needs to'}, {'start': 11, 'end': 18, 'type': 'DESC', 'entity': 'surpass'}, {'start': 19, 'end': 21, 'type': 'PARAMETER', 'entity': '66'}, {'start': 21, 'end': 21, 'type': 'DESC', 'entity': '.'}]"
23,O should be greater than 38.,"[{'start': 0, 'end': 1, 'type': 'VARIABLE', 'entity': 'O'}, {'start': 1, 'end': 11, 'type': 'DESC', 'entity': ' should be'}, {'start': 12, 'end': 24, 'type': 'DESC', 'entity': 'greater than'}, {'start': 25, 'end': 27, 'type': 'PARAMETER', 'entity': '38'}, {'start': 27, 'end': 27, 'type': 'DESC', 'entity': '.'}]"
24,ABC must be greater than 123.,"[{'start': 0, 'end': 3, 'type': 'VARIABLE', 'entity': 'ABC'}, {'start': 3, 'end': 11, 'type': 'DESC', 'entity': ' must be'}, {'start': 12, 'end': 24, 'type': 'DESC', 'entity': 'greater than'}, {'start': 25, 'end': 28, 'type': 'PARAMETER', 'entity': '123'}, {'start': 28, 'end': 28, 'type': 'DESC', 'entity': '.'}]"
25,XYZ should exceed 456.,"[{'start': 0, 'end': 3, 'type': 'VARIABLE', 'entity': 'XYZ'}, {'start': 3, 'end': 10, 'type': 'DESC', 'entity': ' should'}, {'start': 11, 'end': 17, 'type': 'DESC', 'entity': 'exceed'}, {'start': 18, 'end': 21, 'type': 'PARAMETER', 'entity': '456'}, {'start': 21, 'end': 21, 'type': 'DESC', 'entity': '.'}]"
26,LMN needs to be higher than 789.,"[{'start': 0, 'end': 3, 'type': 'VARIABLE', 'entity': 'LMN'}, {'start': 3, 'end': 15, 'type': 'DESC', 'entity': ' needs to be'}, {'start': 16, 'end': 27, 'type': 'DESC', 'entity': 'higher than'}, {'start': 28, 'end': 31, 'type': 'PARAMETER', 'entity': '789'}, {'start': 31, 'end': 31, 'type': 'DESC', 'entity': '.'}]"
27,DEF must be greater than 234.,"[{'start': 0, 'end': 3, 'type': 'VARIABLE', 'entity': 'DEF'}, {'start': 3, 'end': 11, 'type': 'DESC', 'entity': ' must be'}, {'start': 12, 'end': 24, 'type': 'DESC', 'entity': 'greater than'}, {'start': 25, 'end': 28, 'type': 'PARAMETER', 'entity': '234'}, {'start': 28, 'end': 28, 'type': 'DESC', 'entity': '.'}]"
28,GHI should surpass 567.,"[{'start': 0, 'end': 3, 'type': 'VARIABLE', 'entity': 'GHI'}, {'start': 3, 'end': 10, 'type': 'DESC', 'entity': ' should'}, {'start': 11, 'end': 18, 'type': 'DESC', 'entity': 'surpass'}, {'start': 19, 'end': 22, 'type': 'PARAMETER', 'entity': '567'}, {'start': 22, 'end': 22, 'type': 'DESC', 'entity': '.'}]"
29,JKL needs to be greater than 890.,"[{'start': 0, 'end': 3, 'type': 'VARIABLE', 'entity': 'JKL'}, {'start': 3, 'end': 15, 'type': 'DESC', 'entity': ' needs to be'}, {'start': 16, 'end': 28, 'type': 'DESC', 'entity': 'greater than'}, {'start': 29, 'end': 32, 'type': 'PARAMETER', 'entity': '890'}, {'start': 32, 'end': 32, 'type': 'DESC', 'entity': '.'}]"
30,T6W must be larger than 9 in magnitude.,"[{'start': 0, 'end': 3, 'type': 'VARIABLE', 'entity': 'T6W'}, {'start': 3, 'end': 11, 'type': 'DESC', 'entity': ' must be'}, {'start': 12, 'end': 23, 'type': 'DESC', 'entity': 'larger than'}, {'start': 24, 'end': 25, 'type': 'PARAMETER', 'entity': '9'}, {'start': 25, 'end': 38, 'type': 'DESC', 'entity': ' in magnitude.'}]"
31,The criterion stipulates that OS should exceed 13.,"[{'start': 0, 'end': 29, 'type': 'DESC', 'entity': 'The criterion stipulates that'}, {'start': 30, 'end': 32, 'type': 'VARIABLE', 'entity': 'OS'}, {'start': 32, 'end': 39, 'type': 'DESC', 'entity': ' should'}, {'start': 40, 'end': 46, 'type': 'DESC', 'entity': 'exceed'}, {'start': 47, 'end': 49, 'type': 'PARAMETER', 'entity': '13'}, {'start': 49, 'end': 49, 'type': 'DESC', 'entity': '.'}]"
32,the value of cell1 should be greater than 23,"[{'start': 0, 'end': 12, 'type': 'DESC', 'entity': 'the value of'}, {'start': 13, 'end': 18, 'type': 'VARIABLE', 'entity': 'cell1'}, {'start': 18, 'end': 28, 'type': 'DESC', 'entity': ' should be'}, {'start': 29, 'end': 41, 'type': 'DESC', 'entity': 'greater than'}, {'start': 42, 'end': 44, 'type': 'PARAMETER', 'entity': '23'}, {'start': 44, 'end': 43, 'type': 'DESC', 'entity': ''}]"
33,the temperature of the room 3 must be greater than 24,"[{'start': 0, 'end': 22, 'type': 'DESC', 'entity': 'the temperature of the'}, {'start': 23, 'end': 29, 'type': 'VARIABLE', 'entity': 'room 3'}, {'start': 29, 'end': 37, 'type': 'DESC', 'entity': ' must be'}, {'start': 38, 'end': 50, 'type': 'DESC', 'entity': 'greater than'}, {'start': 51, 'end': 53, 'type': 'PARAMETER', 'entity': '24'}, {'start': 53, 'end': 52, 'type': 'DESC', 'entity': ''}]"
34,the value of po81 must be greater than 10,"[{'start': 0, 'end': 12, 'type': 'DESC', 'entity': 'the value of'}, {'start': 13, 'end': 17, 'type': 'VARIABLE', 'entity': 'po81'}, {'start': 17, 'end': 25, 'type': 'DESC', 'entity': ' must be'}, {'start': 26, 'end': 38, 'type': 'DESC', 'entity': 'greater than'}, {'start': 39, 'end': 41, 'type': 'PARAMETER', 'entity': '10'}, {'start': 41, 'end': 40, 'type': 'DESC', 'entity': ''}]"
35,The quantity in box3 should exceed 100 units.,"[{'start': 0, 'end': 15, 'type': 'DESC', 'entity': 'The quantity in'}, {'start': 16, 'end': 20, 'type': 'VARIABLE', 'entity': 'box3'}, {'start': 20, 'end': 27, 'type': 'DESC', 'entity': ' should'}, {'start': 28, 'end': 34, 'type': 'DESC', 'entity': 'exceed'}, {'start': 35, 'end': 38, 'type': 'PARAMETER', 'entity': '100'}, {'start': 38, 'end': 44, 'type': 'DESC', 'entity': ' units.'}]"
36,The speed of the car1 must surpass 80 kilometers per hour.,"[{'start': 0, 'end': 16, 'type': 'DESC', 'entity': 'The speed of the'}, {'start': 17, 'end': 21, 'type': 'VARIABLE', 'entity': 'car1'}, {'start': 21, 'end': 26, 'type': 'DESC', 'entity': ' must'}, {'start': 27, 'end': 34, 'type': 'DESC', 'entity': 'surpass'}, {'start': 35, 'end': 37, 'type': 'PARAMETER', 'entity': '80'}, {'start': 37, 'end': 57, 'type': 'DESC', 'entity': ' kilometers per hour.'}]"
37,"The sales revenue for the month5 should be higher than $10,000.","[{'start': 0, 'end': 25, 'type': 'DESC', 'entity': 'The sales revenue for the'}, {'start': 26, 'end': 32, 'type': 'VARIABLE', 'entity': 'month5'}, {'start': 32, 'end': 42, 'type': 'DESC', 'entity': ' should be'}, {'start': 43, 'end': 54, 'type': 'DESC', 'entity': 'higher than'}, {'start': 54, 'end': 55, 'type': 'DESC', 'entity': ' '}, {'start': 56, 'end': 62, 'type': 'PARAMETER', 'entity': '10,000'}, {'start': 62, 'end': 62, 'type': 'DESC', 'entity': '.'}]"
38,The length of the roe must extend beyond 2 meters.,"[{'start': 0, 'end': 17, 'type': 'DESC', 'entity': 'The length of the'}, {'start': 18, 'end': 21, 'type': 'VARIABLE', 'entity': 'roe'}, {'start': 21, 'end': 26, 'type': 'DESC', 'entity': ' must'}, {'start': 27, 'end': 40, 'type': 'DESC', 'entity': 'extend beyond'}, {'start': 41, 'end': 42, 'type': 'PARAMETER', 'entity': '2'}, {'start': 42, 'end': 49, 'type': 'DESC', 'entity': ' meters.'}]"
39,The level of humidity in the greenhouse9 should rise above 70%.,"[{'start': 0, 'end': 28, 'type': 'DESC', 'entity': 'The level of humidity in the'}, {'start': 29, 'end': 40, 'type': 'VARIABLE', 'entity': 'greenhouse9'}, {'start': 40, 'end': 47, 'type': 'DESC', 'entity': ' should'}, {'start': 48, 'end': 58, 'type': 'DESC', 'entity': 'rise above'}, {'start': 59, 'end': 61, 'type': 'PARAMETER', 'entity': '70'}, {'start': 61, 'end': 62, 'type': 'DESC', 'entity': '%.'}]"
40,The number of likes on the post 19 needs to exceed 500.,"[{'start': 0, 'end': 26, 'type': 'DESC', 'entity': 'The number of likes on the'}, {'start': 27, 'end': 34, 'type': 'VARIABLE', 'entity': 'post 19'}, {'start': 34, 'end': 43, 'type': 'DESC', 'entity': ' needs to'}, {'start': 44, 'end': 50, 'type': 'DESC', 'entity': 'exceed'}, {'start': 51, 'end': 54, 'type': 'PARAMETER', 'entity': '500'}, {'start': 54, 'end': 54, 'type': 'DESC', 'entity': '.'}]"
41,sion3 must be greater than 5.,"[{'start': 0, 'end': 5, 'type': 'VARIABLE', 'entity': 'sion3'}, {'start': 5, 'end': 13, 'type': 'DESC', 'entity': ' must be'}, {'start': 14, 'end': 26, 'type': 'DESC', 'entity': 'greater than'}, {'start': 27, 'end': 28, 'type': 'PARAMETER', 'entity': '5'}, {'start': 28, 'end': 28, 'type': 'DESC', 'entity': '.'}]"
42,The time taken to complete the task 6 should be longer than 30 minutes.,"[{'start': 0, 'end': 30, 'type': 'DESC', 'entity': 'The time taken to complete the'}, {'start': 31, 'end': 37, 'type': 'VARIABLE', 'entity': 'task 6'}, {'start': 37, 'end': 47, 'type': 'DESC', 'entity': ' should be'}, {'start': 48, 'end': 59, 'type': 'DESC', 'entity': 'longer than'}, {'start': 60, 'end': 62, 'type': 'PARAMETER', 'entity': '30'}, {'start': 62, 'end': 70, 'type': 'DESC', 'entity': ' minutes.'}]"
43,esy2 should exceed 100.,"[{'start': 0, 'end': 4, 'type': 'VARIABLE', 'entity': 'esy2'}, {'start': 4, 'end': 11, 'type': 'DESC', 'entity': ' should'}, {'start': 12, 'end': 18, 'type': 'DESC', 'entity': 'exceed'}, {'start': 19, 'end': 22, 'type': 'PARAMETER', 'entity': '100'}, {'start': 22, 'end': 22, 'type': 'DESC', 'entity': '.'}]"
44,buig 4 needs to surpass 50 stories.,"[{'start': 0, 'end': 6, 'type': 'VARIABLE', 'entity': 'buig 4'}, {'start': 6, 'end': 15, 'type': 'DESC', 'entity': ' needs to'}, {'start': 16, 'end': 23, 'type': 'DESC', 'entity': 'surpass'}, {'start': 24, 'end': 26, 'type': 'PARAMETER', 'entity': '50'}, {'start': 26, 'end': 34, 'type': 'DESC', 'entity': ' stories.'}]"
45,vion9 must be higher than 60.,"[{'start': 0, 'end': 5, 'type': 'VARIABLE', 'entity': 'vion9'}, {'start': 5, 'end': 13, 'type': 'DESC', 'entity': ' must be'}, {'start': 14, 'end': 25, 'type': 'DESC', 'entity': 'higher than'}, {'start': 26, 'end': 28, 'type': 'PARAMETER', 'entity': '60'}, {'start': 28, 'end': 28, 'type': 'DESC', 'entity': '.'}]"
46,ster2 should be greater than 6.,"[{'start': 0, 'end': 5, 'type': 'VARIABLE', 'entity': 'ster2'}, {'start': 5, 'end': 15, 'type': 'DESC', 'entity': ' should be'}, {'start': 16, 'end': 28, 'type': 'DESC', 'entity': 'greater than'}, {'start': 29, 'end': 30, 'type': 'PARAMETER', 'entity': '6'}, {'start': 30, 'end': 30, 'type': 'DESC', 'entity': '.'}]"
47,The score in the game10 needs to exceed 100 points.,"[{'start': 0, 'end': 16, 'type': 'DESC', 'entity': 'The score in the'}, {'start': 17, 'end': 23, 'type': 'VARIABLE', 'entity': 'game10'}, {'start': 23, 'end': 32, 'type': 'DESC', 'entity': ' needs to'}, {'start': 33, 'end': 39, 'type': 'DESC', 'entity': 'exceed'}, {'start': 40, 'end': 43, 'type': 'PARAMETER', 'entity': '100'}, {'start': 43, 'end': 50, 'type': 'DESC', 'entity': ' points.'}]"
48,"The attendance at the event 1 must surpass 1,000 participants.","[{'start': 0, 'end': 21, 'type': 'DESC', 'entity': 'The attendance at the'}, {'start': 22, 'end': 29, 'type': 'VARIABLE', 'entity': 'event 1'}, {'start': 29, 'end': 34, 'type': 'DESC', 'entity': ' must'}, {'start': 35, 'end': 42, 'type': 'DESC', 'entity': 'surpass'}, {'start': 43, 'end': 48, 'type': 'PARAMETER', 'entity': '1,000'}, {'start': 48, 'end': 61, 'type': 'DESC', 'entity': ' participants.'}]"
49,A9 should be equal to or greater than 13.,"[{'start': 0, 'end': 2, 'type': 'VARIABLE', 'entity': 'A9'}, {'start': 2, 'end': 12, 'type': 'DESC', 'entity': ' should be'}, {'start': 13, 'end': 37, 'type': 'DESC', 'entity': 'equal to or greater than'}, {'start': 38, 'end': 40, 'type': 'PARAMETER', 'entity': '13'}, {'start': 40, 'end': 40, 'type': 'DESC', 'entity': '.'}]"
50,S8 must be equal to or greater than 15.,"[{'start': 0, 'end': 2, 'type': 'VARIABLE', 'entity': 'S8'}, {'start': 2, 'end': 10, 'type': 'DESC', 'entity': ' must be'}, {'start': 11, 'end': 35, 'type': 'DESC', 'entity': 'equal to or greater than'}, {'start': 36, 'end': 38, 'type': 'PARAMETER', 'entity': '15'}, {'start': 38, 'end': 38, 'type': 'DESC', 'entity': '.'}]"
51,able7 needs to be equal to or greater than -3.,"[{'start': 0, 'end': 5, 'type': 'VARIABLE', 'entity': 'able7'}, {'start': 5, 'end': 17, 'type': 'DESC', 'entity': ' needs to be'}, {'start': 18, 'end': 42, 'type': 'DESC', 'entity': 'equal to or greater than'}, {'start': 43, 'end': 45, 'type': 'PARAMETER', 'entity': '-3'}, {'start': 45, 'end': 45, 'type': 'DESC', 'entity': '.'}]"
52,The value of Alpa should be greater than or equal to 14.,"[{'start': 0, 'end': 12, 'type': 'DESC', 'entity': 'The value of'}, {'start': 13, 'end': 17, 'type': 'VARIABLE', 'entity': 'Alpa'}, {'start': 17, 'end': 27, 'type': 'DESC', 'entity': ' should be'}, {'start': 28, 'end': 52, 'type': 'DESC', 'entity': 'greater than or equal to'}, {'start': 53, 'end': 55, 'type': 'PARAMETER', 'entity': '14'}, {'start': 55, 'end': 55, 'type': 'DESC', 'entity': '.'}]"
53,The quantity ylon must be greater than or equal to 12.,"[{'start': 0, 'end': 12, 'type': 'DESC', 'entity': 'The quantity'}, {'start': 13, 'end': 17, 'type': 'VARIABLE', 'entity': 'ylon'}, {'start': 17, 'end': 25, 'type': 'DESC', 'entity': ' must be'}, {'start': 26, 'end': 50, 'type': 'DESC', 'entity': 'greater than or equal to'}, {'start': 51, 'end': 53, 'type': 'PARAMETER', 'entity': '12'}, {'start': 53, 'end': 53, 'type': 'DESC', 'entity': '.'}]"
54,Ensure that bra is of a magnitude greater than or equal to 17.,"[{'start': 0, 'end': 11, 'type': 'DESC', 'entity': 'Ensure that'}, {'start': 12, 'end': 15, 'type': 'VARIABLE', 'entity': 'bra'}, {'start': 15, 'end': 33, 'type': 'DESC', 'entity': ' is of a magnitude'}, {'start': 34, 'end': 58, 'type': 'DESC', 'entity': 'greater than or equal to'}, {'start': 59, 'end': 61, 'type': 'PARAMETER', 'entity': '17'}, {'start': 61, 'end': 61, 'type': 'DESC', 'entity': '.'}]"
55,Eclipse3 must be greater than or equal to 23.,"[{'start': 0, 'end': 8, 'type': 'VARIABLE', 'entity': 'Eclipse3'}, {'start': 8, 'end': 16, 'type': 'DESC', 'entity': ' must be'}, {'start': 17, 'end': 41, 'type': 'DESC', 'entity': 'greater than or equal to'}, {'start': 42, 'end': 44, 'type': 'PARAMETER', 'entity': '23'}, {'start': 44, 'end': 44, 'type': 'DESC', 'entity': '.'}]"
56,V3 must be of a magnitude greater than or equal to -1.,"[{'start': 0, 'end': 2, 'type': 'VARIABLE', 'entity': 'V3'}, {'start': 2, 'end': 25, 'type': 'DESC', 'entity': ' must be of a magnitude'}, {'start': 26, 'end': 50, 'type': 'DESC', 'entity': 'greater than or equal to'}, {'start': 51, 'end': 53, 'type': 'PARAMETER', 'entity': '-1'}, {'start': 53, 'end': 53, 'type': 'DESC', 'entity': '.'}]"
57,"The quantity 2YP must exceed or equal 12, crossing the required threshold.","[{'start': 0, 'end': 12, 'type': 'DESC', 'entity': 'The quantity'}, {'start': 13, 'end': 16, 'type': 'VARIABLE', 'entity': '2YP'}, {'start': 16, 'end': 21, 'type': 'DESC', 'entity': ' must'}, {'start': 22, 'end': 37, 'type': 'DESC', 'entity': 'exceed or equal'}, {'start': 38, 'end': 40, 'type': 'PARAMETER', 'entity': '12'}, {'start': 40, 'end': 73, 'type': 'DESC', 'entity': ', crossing the required threshold.'}]"
58,"ZT needs to be above or equal to -1, establishing itself above this limit.","[{'start': 0, 'end': 2, 'type': 'VARIABLE', 'entity': 'ZT'}, {'start': 2, 'end': 14, 'type': 'DESC', 'entity': ' needs to be'}, {'start': 15, 'end': 32, 'type': 'DESC', 'entity': 'above or equal to'}, {'start': 33, 'end': 35, 'type': 'PARAMETER', 'entity': '-1'}, {'start': 35, 'end': 73, 'type': 'DESC', 'entity': ', establishing itself above this limit.'}]"
59,Ensure that BR is of a magnitude greater than or equal to 34 for optimal results.,"[{'start': 0, 'end': 11, 'type': 'DESC', 'entity': 'Ensure that'}, {'start': 12, 'end': 14, 'type': 'VARIABLE', 'entity': 'BR'}, {'start': 14, 'end': 32, 'type': 'DESC', 'entity': ' is of a magnitude'}, {'start': 33, 'end': 57, 'type': 'DESC', 'entity': 'greater than or equal to'}, {'start': 58, 'end': 60, 'type': 'PARAMETER', 'entity': '34'}, {'start': 60, 'end': 80, 'type': 'DESC', 'entity': ' for optimal results.'}]"
60,It is imperative that TG exceeds or equals a value of 67.,"[{'start': 0, 'end': 21, 'type': 'DESC', 'entity': 'It is imperative that'}, {'start': 22, 'end': 24, 'type': 'VARIABLE', 'entity': 'TG'}, {'start': 25, 'end': 42, 'type': 'DESC', 'entity': 'exceeds or equals'}, {'start': 42, 'end': 53, 'type': 'DESC', 'entity': ' a value of'}, {'start': 54, 'end': 56, 'type': 'PARAMETER', 'entity': '67'}, {'start': 56, 'end': 56, 'type': 'DESC', 'entity': '.'}]"
