,problem,problem_entities
10,The measure of separation between reference M3 and reference point9 should not equal 8.,"[{'start': 0, 'end': 43, 'type': 'DESC', 'entity': 'The measure of separation between reference'}, {'start': 44, 'end': 46, 'type': 'Dist_Left_Elm_1', 'entity': 'M3'}, {'start': 46, 'end': 60, 'type': 'DESC', 'entity': ' and reference'}, {'start': 61, 'end': 67, 'type': 'Dist_Left_Elm_2', 'entity': 'point9'}, {'start': 67, 'end': 74, 'type': 'DESC', 'entity': ' should'}, {'start': 75, 'end': 84, 'type': 'DESC', 'entity': 'not equal'}, {'start': 85, 'end': 86, 'type': 'Parameter', 'entity': '8'}, {'start': 86, 'end': 86, 'type': 'DESC', 'entity': '.'}]"
11,The length between landmark9 and landmark4 must be dissimilar to 10.,"[{'start': 0, 'end': 18, 'type': 'DESC', 'entity': 'The length between'}, {'start': 19, 'end': 28, 'type': 'Dist_Left_Elm_1', 'entity': 'landmark9'}, {'start': 28, 'end': 32, 'type': 'DESC', 'entity': ' and'}, {'start': 33, 'end': 42, 'type': 'Dist_Left_Elm_2', 'entity': 'landmark4'}, {'start': 42, 'end': 47, 'type': 'DESC', 'entity': ' must'}, {'start': 48, 'end': 61, 'type': 'DESC', 'entity': 'be dissimilar'}, {'start': 61, 'end': 64, 'type': 'DESC', 'entity': ' to'}, {'start': 65, 'end': 67, 'type': 'Parameter', 'entity': '10'}, {'start': 67, 'end': 67, 'type': 'DESC', 'entity': '.'}]"
12,The gap between position 3 and position 8 should not equal 20.,"[{'start': 0, 'end': 15, 'type': 'DESC', 'entity': 'The gap between'}, {'start': 16, 'end': 26, 'type': 'Dist_Left_Elm_1', 'entity': 'position 3'}, {'start': 26, 'end': 30, 'type': 'DESC', 'entity': ' and'}, {'start': 31, 'end': 41, 'type': 'Dist_Left_Elm_2', 'entity': 'position 8'}, {'start': 41, 'end': 48, 'type': 'DESC', 'entity': ' should'}, {'start': 49, 'end': 58, 'type': 'DESC', 'entity': 'not equal'}, {'start': 59, 'end': 61, 'type': 'Parameter', 'entity': '20'}, {'start': 61, 'end': 61, 'type': 'DESC', 'entity': '.'}]"
13,The distance between marker1 and marker2 should be distinct from 0.,"[{'start': 0, 'end': 20, 'type': 'DESC', 'entity': 'The distance between'}, {'start': 21, 'end': 28, 'type': 'Dist_Left_Elm_1', 'entity': 'marker1'}, {'start': 28, 'end': 32, 'type': 'DESC', 'entity': ' and'}, {'start': 33, 'end': 40, 'type': 'Dist_Left_Elm_2', 'entity': 'marker2'}, {'start': 40, 'end': 47, 'type': 'DESC', 'entity': ' should'}, {'start': 48, 'end': 59, 'type': 'DESC', 'entity': 'be distinct'}, {'start': 59, 'end': 64, 'type': 'DESC', 'entity': ' from'}, {'start': 65, 'end': 66, 'type': 'Parameter', 'entity': '0'}, {'start': 66, 'end': 66, 'type': 'DESC', 'entity': '.'}]"
14,The separation between reference spot 3 and reference spot 7 should contrast with 3.,"[{'start': 0, 'end': 32, 'type': 'DESC', 'entity': 'The separation between reference'}, {'start': 33, 'end': 39, 'type': 'Dist_Left_Elm_1', 'entity': 'spot 3'}, {'start': 39, 'end': 53, 'type': 'DESC', 'entity': ' and reference'}, {'start': 54, 'end': 60, 'type': 'Dist_Left_Elm_2', 'entity': 'spot 7'}, {'start': 60, 'end': 67, 'type': 'DESC', 'entity': ' should'}, {'start': 68, 'end': 81, 'type': 'DESC', 'entity': 'contrast with'}, {'start': 82, 'end': 83, 'type': 'Parameter', 'entity': '3'}, {'start': 83, 'end': 83, 'type': 'DESC', 'entity': '.'}]"
15,The length between point 2 and B8 should be different than 8.,"[{'start': 0, 'end': 18, 'type': 'DESC', 'entity': 'The length between'}, {'start': 19, 'end': 26, 'type': 'Dist_Left_Elm_1', 'entity': 'point 2'}, {'start': 26, 'end': 30, 'type': 'DESC', 'entity': ' and'}, {'start': 31, 'end': 33, 'type': 'Dist_Left_Elm_2', 'entity': 'B8'}, {'start': 33, 'end': 40, 'type': 'DESC', 'entity': ' should'}, {'start': 41, 'end': 58, 'type': 'DESC', 'entity': 'be different than'}, {'start': 59, 'end': 60, 'type': 'Parameter', 'entity': '8'}, {'start': 60, 'end': 60, 'type': 'DESC', 'entity': '.'}]"
16,The gap between node5 and node9 should not exceed 12.,"[{'start': 0, 'end': 15, 'type': 'DESC', 'entity': 'The gap between'}, {'start': 16, 'end': 21, 'type': 'Dist_Left_Elm_1', 'entity': 'node5'}, {'start': 21, 'end': 25, 'type': 'DESC', 'entity': ' and'}, {'start': 26, 'end': 31, 'type': 'Dist_Left_Elm_2', 'entity': 'node9'}, {'start': 31, 'end': 38, 'type': 'DESC', 'entity': ' should'}, {'start': 39, 'end': 49, 'type': 'DESC', 'entity': 'not exceed'}, {'start': 50, 'end': 52, 'type': 'Parameter', 'entity': '12'}, {'start': 52, 'end': 52, 'type': 'DESC', 'entity': '.'}]"
17,The measure of separation between vertex4 and vertex8 must not be equal to 15.,"[{'start': 0, 'end': 33, 'type': 'DESC', 'entity': 'The measure of separation between'}, {'start': 34, 'end': 41, 'type': 'Dist_Left_Elm_1', 'entity': 'vertex4'}, {'start': 41, 'end': 45, 'type': 'DESC', 'entity': ' and'}, {'start': 46, 'end': 53, 'type': 'Dist_Left_Elm_2', 'entity': 'vertex8'}, {'start': 53, 'end': 58, 'type': 'DESC', 'entity': ' must'}, {'start': 59, 'end': 71, 'type': 'DESC', 'entity': 'not be equal'}, {'start': 71, 'end': 74, 'type': 'DESC', 'entity': ' to'}, {'start': 75, 'end': 77, 'type': 'Parameter', 'entity': '15'}, {'start': 77, 'end': 77, 'type': 'DESC', 'entity': '.'}]"
18,The separation between Zebra and point3 should equal 7.,"[{'start': 0, 'end': 22, 'type': 'DESC', 'entity': 'The separation between'}, {'start': 23, 'end': 28, 'type': 'Dist_Left_Elm_1', 'entity': 'Zebra'}, {'start': 28, 'end': 32, 'type': 'DESC', 'entity': ' and'}, {'start': 33, 'end': 39, 'type': 'Dist_Left_Elm_2', 'entity': 'point3'}, {'start': 39, 'end': 46, 'type': 'DESC', 'entity': ' should'}, {'start': 47, 'end': 52, 'type': 'DESC', 'entity': 'equal'}, {'start': 53, 'end': 54, 'type': 'Parameter', 'entity': '7'}, {'start': 54, 'end': 54, 'type': 'DESC', 'entity': '.'}]"
19,The gap from loc4 to ls2 must match 9.,"[{'start': 0, 'end': 12, 'type': 'DESC', 'entity': 'The gap from'}, {'start': 13, 'end': 17, 'type': 'Dist_Left_Elm_1', 'entity': 'loc4'}, {'start': 17, 'end': 20, 'type': 'DESC', 'entity': ' to'}, {'start': 21, 'end': 24, 'type': 'Dist_Left_Elm_2', 'entity': 'ls2'}, {'start': 24, 'end': 29, 'type': 'DESC', 'entity': ' must'}, {'start': 30, 'end': 35, 'type': 'DESC', 'entity': 'match'}, {'start': 36, 'end': 37, 'type': 'Parameter', 'entity': '9'}, {'start': 37, 'end': 37, 'type': 'DESC', 'entity': '.'}]"
20,The measure of separation between reference king1 and reference point2 should equal 8.,"[{'start': 0, 'end': 43, 'type': 'DESC', 'entity': 'The measure of separation between reference'}, {'start': 44, 'end': 49, 'type': 'Dist_Left_Elm_1', 'entity': 'king1'}, {'start': 49, 'end': 63, 'type': 'DESC', 'entity': ' and reference'}, {'start': 64, 'end': 70, 'type': 'Dist_Left_Elm_2', 'entity': 'point2'}, {'start': 70, 'end': 77, 'type': 'DESC', 'entity': ' should'}, {'start': 78, 'end': 83, 'type': 'DESC', 'entity': 'equal'}, {'start': 84, 'end': 85, 'type': 'Parameter', 'entity': '8'}, {'start': 85, 'end': 85, 'type': 'DESC', 'entity': '.'}]"
21,The length between landmark3 and landmark4 must be exactly 10.,"[{'start': 0, 'end': 18, 'type': 'DESC', 'entity': 'The length between'}, {'start': 19, 'end': 28, 'type': 'Dist_Left_Elm_1', 'entity': 'landmark3'}, {'start': 28, 'end': 32, 'type': 'DESC', 'entity': ' and'}, {'start': 33, 'end': 42, 'type': 'Dist_Left_Elm_2', 'entity': 'landmark4'}, {'start': 43, 'end': 58, 'type': 'DESC', 'entity': 'must be exactly'}, {'start': 59, 'end': 61, 'type': 'Parameter', 'entity': '10'}, {'start': 61, 'end': 61, 'type': 'DESC', 'entity': '.'}]"
22,The gap between position3 and position8 should equal 20.,"[{'start': 0, 'end': 15, 'type': 'DESC', 'entity': 'The gap between'}, {'start': 16, 'end': 25, 'type': 'Dist_Left_Elm_1', 'entity': 'position3'}, {'start': 25, 'end': 29, 'type': 'DESC', 'entity': ' and'}, {'start': 30, 'end': 39, 'type': 'Dist_Left_Elm_2', 'entity': 'position8'}, {'start': 39, 'end': 46, 'type': 'DESC', 'entity': ' should'}, {'start': 47, 'end': 52, 'type': 'DESC', 'entity': 'equal'}, {'start': 53, 'end': 55, 'type': 'Parameter', 'entity': '20'}, {'start': 55, 'end': 55, 'type': 'DESC', 'entity': '.'}]"
23,The distance between marker1 and marker2 should be identical to 0.,"[{'start': 0, 'end': 20, 'type': 'DESC', 'entity': 'The distance between'}, {'start': 21, 'end': 28, 'type': 'Dist_Left_Elm_1', 'entity': 'marker1'}, {'start': 28, 'end': 32, 'type': 'DESC', 'entity': ' and'}, {'start': 33, 'end': 40, 'type': 'Dist_Left_Elm_2', 'entity': 'marker2'}, {'start': 40, 'end': 47, 'type': 'DESC', 'entity': ' should'}, {'start': 48, 'end': 60, 'type': 'DESC', 'entity': 'be identical'}, {'start': 60, 'end': 63, 'type': 'DESC', 'entity': ' to'}, {'start': 64, 'end': 65, 'type': 'Parameter', 'entity': '0'}, {'start': 65, 'end': 65, 'type': 'DESC', 'entity': '.'}]"
24,The separation between reference spot3 and reference spot7 should be precisely 3.,"[{'start': 0, 'end': 32, 'type': 'DESC', 'entity': 'The separation between reference'}, {'start': 33, 'end': 38, 'type': 'Dist_Left_Elm_1', 'entity': 'spot3'}, {'start': 38, 'end': 52, 'type': 'DESC', 'entity': ' and reference'}, {'start': 53, 'end': 58, 'type': 'Dist_Left_Elm_2', 'entity': 'spot7'}, {'start': 58, 'end': 65, 'type': 'DESC', 'entity': ' should'}, {'start': 66, 'end': 78, 'type': 'DESC', 'entity': 'be precisely'}, {'start': 79, 'end': 80, 'type': 'Parameter', 'entity': '3'}, {'start': 80, 'end': 80, 'type': 'DESC', 'entity': '.'}]"
25,The length between M12 and point3 should be equal to 8.,"[{'start': 0, 'end': 18, 'type': 'DESC', 'entity': 'The length between'}, {'start': 19, 'end': 22, 'type': 'Dist_Left_Elm_1', 'entity': 'M12'}, {'start': 22, 'end': 26, 'type': 'DESC', 'entity': ' and'}, {'start': 27, 'end': 33, 'type': 'Dist_Left_Elm_2', 'entity': 'point3'}, {'start': 33, 'end': 40, 'type': 'DESC', 'entity': ' should'}, {'start': 41, 'end': 49, 'type': 'DESC', 'entity': 'be equal'}, {'start': 49, 'end': 52, 'type': 'DESC', 'entity': ' to'}, {'start': 53, 'end': 54, 'type': 'Parameter', 'entity': '8'}, {'start': 54, 'end': 54, 'type': 'DESC', 'entity': '.'}]"
26,The distance between node1 and node5 should equal 12.,"[{'start': 0, 'end': 20, 'type': 'DESC', 'entity': 'The distance between'}, {'start': 21, 'end': 26, 'type': 'Dist_Left_Elm_1', 'entity': 'node1'}, {'start': 26, 'end': 30, 'type': 'DESC', 'entity': ' and'}, {'start': 31, 'end': 36, 'type': 'Dist_Left_Elm_2', 'entity': 'node5'}, {'start': 36, 'end': 43, 'type': 'DESC', 'entity': ' should'}, {'start': 44, 'end': 49, 'type': 'DESC', 'entity': 'equal'}, {'start': 50, 'end': 52, 'type': 'Parameter', 'entity': '12'}, {'start': 52, 'end': 52, 'type': 'DESC', 'entity': '.'}]"
27,The measure of separation between vertex4 and vertex8 must be 15.,"[{'start': 0, 'end': 33, 'type': 'DESC', 'entity': 'The measure of separation between'}, {'start': 34, 'end': 41, 'type': 'Dist_Left_Elm_1', 'entity': 'vertex4'}, {'start': 41, 'end': 45, 'type': 'DESC', 'entity': ' and'}, {'start': 46, 'end': 53, 'type': 'Dist_Left_Elm_2', 'entity': 'vertex8'}, {'start': 54, 'end': 61, 'type': 'DESC', 'entity': 'must be'}, {'start': 62, 'end': 64, 'type': 'Parameter', 'entity': '15'}, {'start': 64, 'end': 64, 'type': 'DESC', 'entity': '.'}]"
28,The duration from event1 to event3 should equal 7 hours.,"[{'start': 0, 'end': 17, 'type': 'DESC', 'entity': 'The duration from'}, {'start': 18, 'end': 24, 'type': 'Dist_Left_Elm_1', 'entity': 'event1'}, {'start': 24, 'end': 27, 'type': 'DESC', 'entity': ' to'}, {'start': 28, 'end': 34, 'type': 'Dist_Left_Elm_2', 'entity': 'event3'}, {'start': 34, 'end': 41, 'type': 'DESC', 'entity': ' should'}, {'start': 42, 'end': 47, 'type': 'DESC', 'entity': 'equal'}, {'start': 48, 'end': 49, 'type': 'Parameter', 'entity': '7'}, {'start': 49, 'end': 55, 'type': 'DESC', 'entity': ' hours.'}]"
29,The gap between cityA and cityB must match a distance of 50 kilometers.,"[{'start': 0, 'end': 15, 'type': 'DESC', 'entity': 'The gap between'}, {'start': 16, 'end': 21, 'type': 'Dist_Left_Elm_1', 'entity': 'cityA'}, {'start': 21, 'end': 25, 'type': 'DESC', 'entity': ' and'}, {'start': 26, 'end': 31, 'type': 'Dist_Left_Elm_2', 'entity': 'cityB'}, {'start': 31, 'end': 36, 'type': 'DESC', 'entity': ' must'}, {'start': 37, 'end': 42, 'type': 'DESC', 'entity': 'match'}, {'start': 42, 'end': 56, 'type': 'DESC', 'entity': ' a distance of'}, {'start': 57, 'end': 59, 'type': 'Parameter', 'entity': '50'}, {'start': 59, 'end': 70, 'type': 'DESC', 'entity': ' kilometers.'}]"
30,The measure of separation between objectA and objectB should equal 5 units.,"[{'start': 0, 'end': 33, 'type': 'DESC', 'entity': 'The measure of separation between'}, {'start': 34, 'end': 41, 'type': 'Dist_Left_Elm_1', 'entity': 'objectA'}, {'start': 41, 'end': 45, 'type': 'DESC', 'entity': ' and'}, {'start': 46, 'end': 53, 'type': 'Dist_Left_Elm_2', 'entity': 'objectB'}, {'start': 53, 'end': 60, 'type': 'DESC', 'entity': ' should'}, {'start': 61, 'end': 66, 'type': 'DESC', 'entity': 'equal'}, {'start': 67, 'end': 68, 'type': 'Parameter', 'entity': '5'}, {'start': 68, 'end': 74, 'type': 'DESC', 'entity': ' units.'}]"
31,The length between destinationX and destinationY must be exactly 100 meters.,"[{'start': 0, 'end': 18, 'type': 'DESC', 'entity': 'The length between'}, {'start': 19, 'end': 31, 'type': 'Dist_Left_Elm_1', 'entity': 'destinationX'}, {'start': 31, 'end': 35, 'type': 'DESC', 'entity': ' and'}, {'start': 36, 'end': 48, 'type': 'Dist_Left_Elm_2', 'entity': 'destinationY'}, {'start': 48, 'end': 53, 'type': 'DESC', 'entity': ' must'}, {'start': 54, 'end': 64, 'type': 'DESC', 'entity': 'be exactly'}, {'start': 65, 'end': 68, 'type': 'Parameter', 'entity': '100'}, {'start': 68, 'end': 75, 'type': 'DESC', 'entity': ' meters.'}]"
32,The gap between index3 and index9 should equal 6.,"[{'start': 0, 'end': 15, 'type': 'DESC', 'entity': 'The gap between'}, {'start': 16, 'end': 22, 'type': 'Dist_Left_Elm_1', 'entity': 'index3'}, {'start': 22, 'end': 26, 'type': 'DESC', 'entity': ' and'}, {'start': 27, 'end': 33, 'type': 'Dist_Left_Elm_2', 'entity': 'index9'}, {'start': 33, 'end': 40, 'type': 'DESC', 'entity': ' should'}, {'start': 41, 'end': 46, 'type': 'DESC', 'entity': 'equal'}, {'start': 47, 'end': 48, 'type': 'Parameter', 'entity': '6'}, {'start': 48, 'end': 48, 'type': 'DESC', 'entity': '.'}]"
33,The distance between station1 and station2 should be identical to 2 miles.,"[{'start': 0, 'end': 20, 'type': 'DESC', 'entity': 'The distance between'}, {'start': 21, 'end': 29, 'type': 'Dist_Left_Elm_1', 'entity': 'station1'}, {'start': 29, 'end': 33, 'type': 'DESC', 'entity': ' and'}, {'start': 34, 'end': 42, 'type': 'Dist_Left_Elm_2', 'entity': 'station2'}, {'start': 42, 'end': 49, 'type': 'DESC', 'entity': ' should'}, {'start': 50, 'end': 65, 'type': 'DESC', 'entity': 'be identical to'}, {'start': 66, 'end': 67, 'type': 'Parameter', 'entity': '2'}, {'start': 67, 'end': 73, 'type': 'DESC', 'entity': ' miles.'}]"
34,The separation between landmark9 and landmark12 should be precisely 10.,"[{'start': 0, 'end': 22, 'type': 'DESC', 'entity': 'The separation between'}, {'start': 23, 'end': 32, 'type': 'Dist_Left_Elm_1', 'entity': 'landmark9'}, {'start': 32, 'end': 36, 'type': 'DESC', 'entity': ' and'}, {'start': 37, 'end': 47, 'type': 'Dist_Left_Elm_2', 'entity': 'landmark12'}, {'start': 47, 'end': 54, 'type': 'DESC', 'entity': ' should'}, {'start': 55, 'end': 67, 'type': 'DESC', 'entity': 'be precisely'}, {'start': 68, 'end': 70, 'type': 'Parameter', 'entity': '10'}, {'start': 70, 'end': 70, 'type': 'DESC', 'entity': '.'}]"
35,The length between point6 and point7 should be equal to 9.,"[{'start': 0, 'end': 18, 'type': 'DESC', 'entity': 'The length between'}, {'start': 19, 'end': 25, 'type': 'Dist_Left_Elm_1', 'entity': 'point6'}, {'start': 25, 'end': 29, 'type': 'DESC', 'entity': ' and'}, {'start': 30, 'end': 36, 'type': 'Dist_Left_Elm_2', 'entity': 'point7'}, {'start': 36, 'end': 43, 'type': 'DESC', 'entity': ' should'}, {'start': 44, 'end': 52, 'type': 'DESC', 'entity': 'be equal'}, {'start': 52, 'end': 55, 'type': 'DESC', 'entity': ' to'}, {'start': 56, 'end': 57, 'type': 'Parameter', 'entity': '9'}, {'start': 57, 'end': 57, 'type': 'DESC', 'entity': '.'}]"
36,The separation between r88 and point3 should be less than 7.,"[{'start': 0, 'end': 22, 'type': 'DESC', 'entity': 'The separation between'}, {'start': 23, 'end': 26, 'type': 'Dist_Left_Elm_1', 'entity': 'r88'}, {'start': 26, 'end': 30, 'type': 'DESC', 'entity': ' and'}, {'start': 31, 'end': 37, 'type': 'Dist_Left_Elm_2', 'entity': 'point3'}, {'start': 37, 'end': 47, 'type': 'DESC', 'entity': ' should be'}, {'start': 48, 'end': 57, 'type': 'DESC', 'entity': 'less than'}, {'start': 58, 'end': 59, 'type': 'Parameter', 'entity': '7'}, {'start': 59, 'end': 59, 'type': 'DESC', 'entity': '.'}]"
37,The gap from JJJ to AZ must be less than 9.,"[{'start': 0, 'end': 12, 'type': 'DESC', 'entity': 'The gap from'}, {'start': 13, 'end': 16, 'type': 'Dist_Left_Elm_1', 'entity': 'JJJ'}, {'start': 16, 'end': 19, 'type': 'DESC', 'entity': ' to'}, {'start': 20, 'end': 22, 'type': 'Dist_Left_Elm_2', 'entity': 'AZ'}, {'start': 22, 'end': 30, 'type': 'DESC', 'entity': ' must be'}, {'start': 31, 'end': 40, 'type': 'DESC', 'entity': 'less than'}, {'start': 41, 'end': 42, 'type': 'Parameter', 'entity': '9'}, {'start': 42, 'end': 42, 'type': 'DESC', 'entity': '.'}]"
38,The measure of separation between reference point1 and reference Elm2 should be less than 8.,"[{'start': 0, 'end': 43, 'type': 'DESC', 'entity': 'The measure of separation between reference'}, {'start': 44, 'end': 50, 'type': 'Dist_Left_Elm_2', 'entity': 'point1'}, {'start': 50, 'end': 64, 'type': 'DESC', 'entity': ' and reference'}, {'start': 65, 'end': 69, 'type': 'Dist_Left_Elm_1', 'entity': 'Elm2'}, {'start': 69, 'end': 79, 'type': 'DESC', 'entity': ' should be'}, {'start': 80, 'end': 89, 'type': 'DESC', 'entity': 'less than'}, {'start': 90, 'end': 91, 'type': 'Parameter', 'entity': '8'}, {'start': 91, 'end': 91, 'type': 'DESC', 'entity': '.'}]"
39,The length between landmark3 and landmark4 must be less than 10.,"[{'start': 0, 'end': 18, 'type': 'DESC', 'entity': 'The length between'}, {'start': 19, 'end': 28, 'type': 'Dist_Left_Elm_1', 'entity': 'landmark3'}, {'start': 28, 'end': 32, 'type': 'DESC', 'entity': ' and'}, {'start': 33, 'end': 42, 'type': 'Dist_Left_Elm_2', 'entity': 'landmark4'}, {'start': 42, 'end': 50, 'type': 'DESC', 'entity': ' must be'}, {'start': 51, 'end': 60, 'type': 'DESC', 'entity': 'less than'}, {'start': 61, 'end': 63, 'type': 'Parameter', 'entity': '10'}, {'start': 63, 'end': 63, 'type': 'DESC', 'entity': '.'}]"
40,The gap between position3 and position8 should be less than 20.,"[{'start': 0, 'end': 15, 'type': 'DESC', 'entity': 'The gap between'}, {'start': 16, 'end': 25, 'type': 'Dist_Left_Elm_1', 'entity': 'position3'}, {'start': 25, 'end': 29, 'type': 'DESC', 'entity': ' and'}, {'start': 30, 'end': 39, 'type': 'Dist_Left_Elm_2', 'entity': 'position8'}, {'start': 39, 'end': 49, 'type': 'DESC', 'entity': ' should be'}, {'start': 50, 'end': 59, 'type': 'DESC', 'entity': 'less than'}, {'start': 60, 'end': 62, 'type': 'Parameter', 'entity': '20'}, {'start': 62, 'end': 62, 'type': 'DESC', 'entity': '.'}]"
