,problem,problem_entities
10,The extent of separation between reference spot 3 and reference spot 7 should contrast with the extent of separation between reference spot 9 and reference spot 20.,"[{'start': 0, 'end': 42, 'type': 'DESC', 'entity': 'The extent of separation between reference'}, {'start': 43, 'end': 49, 'type': 'Dist_Left_Elm_1', 'entity': 'spot 3'}, {'start': 49, 'end': 63, 'type': 'DESC', 'entity': ' and reference'}, {'start': 64, 'end': 70, 'type': 'Dist_Left_Elm_2', 'entity': 'spot 7'}, {'start': 70, 'end': 77, 'type': 'DESC', 'entity': ' should'}, {'start': 78, 'end': 91, 'type': 'DESC', 'entity': 'contrast with'}, {'start': 91, 'end': 134, 'type': 'DESC', 'entity': ' the extent of separation between reference'}, {'start': 135, 'end': 141, 'type': 'Dist_Right_Elm_1', 'entity': 'spot 9'}, {'start': 141, 'end': 155, 'type': 'DESC', 'entity': ' and reference'}, {'start': 156, 'end': 163, 'type': 'Dist_Right_Elm_2', 'entity': 'spot 20'}, {'start': 163, 'end': 163, 'type': 'DESC', 'entity': '.'}]"
11,The discrepancy between the gap from checkpoint 9 to checkpoint 2 and the gap from checkpoint 4 to checkpoint 9 should be noticeable.,"[{'start': 0, 'end': 36, 'type': 'DESC', 'entity': 'The discrepancy between the gap from'}, {'start': 37, 'end': 49, 'type': 'Dist_Left_Elm_1', 'entity': 'checkpoint 9'}, {'start': 49, 'end': 52, 'type': 'DESC', 'entity': ' to'}, {'start': 53, 'end': 65, 'type': 'Dist_Left_Elm_2', 'entity': 'checkpoint 2'}, {'start': 65, 'end': 82, 'type': 'DESC', 'entity': ' and the gap from'}, {'start': 83, 'end': 95, 'type': 'Dist_Right_Elm_1', 'entity': 'checkpoint 4'}, {'start': 95, 'end': 98, 'type': 'DESC', 'entity': ' to'}, {'start': 99, 'end': 111, 'type': 'Dist_Right_Elm_2', 'entity': 'checkpoint 9'}, {'start': 111, 'end': 118, 'type': 'DESC', 'entity': ' should'}, {'start': 119, 'end': 132, 'type': 'DESC', 'entity': 'be noticeable'}, {'start': 132, 'end': 132, 'type': 'DESC', 'entity': '.'}]"
12,The divergence in length between point 2 and point 3 and the divergence in length between point 1 and point 3 should be discernible.,"[{'start': 0, 'end': 32, 'type': 'DESC', 'entity': 'The divergence in length between'}, {'start': 33, 'end': 40, 'type': 'Dist_Left_Elm_1', 'entity': 'point 2'}, {'start': 40, 'end': 44, 'type': 'DESC', 'entity': ' and'}, {'start': 45, 'end': 52, 'type': 'Dist_Left_Elm_2', 'entity': 'point 3'}, {'start': 52, 'end': 89, 'type': 'DESC', 'entity': ' and the divergence in length between'}, {'start': 90, 'end': 97, 'type': 'Dist_Right_Elm_1', 'entity': 'point 1'}, {'start': 97, 'end': 101, 'type': 'DESC', 'entity': ' and'}, {'start': 102, 'end': 109, 'type': 'Dist_Right_Elm_2', 'entity': 'point 3'}, {'start': 109, 'end': 119, 'type': 'DESC', 'entity': ' should be'}, {'start': 120, 'end': 131, 'type': 'DESC', 'entity': 'discernible'}, {'start': 131, 'end': 131, 'type': 'DESC', 'entity': '.'}]"
13,The dissimilarity in distance between landmark 8 and landmark 10 and the dissimilarity in distance between landmark 3 and landmark 7 should be apparent.,"[{'start': 0, 'end': 37, 'type': 'DESC', 'entity': 'The dissimilarity in distance between'}, {'start': 38, 'end': 48, 'type': 'Dist_Left_Elm_1', 'entity': 'landmark 8'}, {'start': 48, 'end': 52, 'type': 'DESC', 'entity': ' and'}, {'start': 53, 'end': 64, 'type': 'Dist_Left_Elm_2', 'entity': 'landmark 10'}, {'start': 64, 'end': 106, 'type': 'DESC', 'entity': ' and the dissimilarity in distance between'}, {'start': 107, 'end': 117, 'type': 'Dist_Right_Elm_1', 'entity': 'landmark 3'}, {'start': 117, 'end': 121, 'type': 'DESC', 'entity': ' and'}, {'start': 122, 'end': 132, 'type': 'Dist_Right_Elm_2', 'entity': 'landmark 7'}, {'start': 132, 'end': 142, 'type': 'DESC', 'entity': ' should be'}, {'start': 143, 'end': 151, 'type': 'DESC', 'entity': 'apparent'}, {'start': 151, 'end': 151, 'type': 'DESC', 'entity': '.'}]"
14,The distance between marker7 and marker12 must be different from the distance between marker5 and marker 18.,"[{'start': 0, 'end': 20, 'type': 'DESC', 'entity': 'The distance between'}, {'start': 21, 'end': 28, 'type': 'Dist_Left_Elm_1', 'entity': 'marker7'}, {'start': 28, 'end': 32, 'type': 'DESC', 'entity': ' and'}, {'start': 33, 'end': 41, 'type': 'Dist_Left_Elm_2', 'entity': 'marker12'}, {'start': 41, 'end': 49, 'type': 'DESC', 'entity': ' must be'}, {'start': 50, 'end': 59, 'type': 'DESC', 'entity': 'different'}, {'start': 59, 'end': 85, 'type': 'DESC', 'entity': ' from the distance between'}, {'start': 86, 'end': 93, 'type': 'Dist_Right_Elm_1', 'entity': 'marker5'}, {'start': 93, 'end': 97, 'type': 'DESC', 'entity': ' and'}, {'start': 98, 'end': 107, 'type': 'Dist_Right_Elm_2', 'entity': 'marker 18'}, {'start': 107, 'end': 107, 'type': 'DESC', 'entity': '.'}]"
15,The separation from location6 to location11 should not equal the separation from location 3 to location 17.,"[{'start': 0, 'end': 19, 'type': 'DESC', 'entity': 'The separation from'}, {'start': 20, 'end': 29, 'type': 'Dist_Left_Elm_1', 'entity': 'location6'}, {'start': 29, 'end': 32, 'type': 'DESC', 'entity': ' to'}, {'start': 33, 'end': 43, 'type': 'Dist_Left_Elm_2', 'entity': 'location11'}, {'start': 43, 'end': 50, 'type': 'DESC', 'entity': ' should'}, {'start': 51, 'end': 60, 'type': 'DESC', 'entity': 'not equal'}, {'start': 60, 'end': 80, 'type': 'DESC', 'entity': ' the separation from'}, {'start': 81, 'end': 91, 'type': 'Dist_Right_Elm_1', 'entity': 'location 3'}, {'start': 91, 'end': 94, 'type': 'DESC', 'entity': ' to'}, {'start': 95, 'end': 106, 'type': 'Dist_Right_Elm_2', 'entity': 'location 17'}, {'start': 106, 'end': 106, 'type': 'DESC', 'entity': '.'}]"
16,The interval between checkpoint14 and checkpoint5 ought to contrast with the interval between checkpoint3 and checkpoint7.,"[{'start': 0, 'end': 20, 'type': 'DESC', 'entity': 'The interval between'}, {'start': 21, 'end': 33, 'type': 'Dist_Left_Elm_1', 'entity': 'checkpoint14'}, {'start': 33, 'end': 37, 'type': 'DESC', 'entity': ' and'}, {'start': 38, 'end': 49, 'type': 'Dist_Left_Elm_2', 'entity': 'checkpoint5'}, {'start': 49, 'end': 58, 'type': 'DESC', 'entity': ' ought to'}, {'start': 59, 'end': 72, 'type': 'DESC', 'entity': 'contrast with'}, {'start': 72, 'end': 93, 'type': 'DESC', 'entity': ' the interval between'}, {'start': 94, 'end': 105, 'type': 'Dist_Right_Elm_1', 'entity': 'checkpoint3'}, {'start': 105, 'end': 109, 'type': 'DESC', 'entity': ' and'}, {'start': 110, 'end': 121, 'type': 'Dist_Right_Elm_2', 'entity': 'checkpoint7'}, {'start': 121, 'end': 121, 'type': 'DESC', 'entity': '.'}]"
17,The space separating spot9 and spot 15 should not match the space separating spot6 and spot15.,"[{'start': 0, 'end': 20, 'type': 'DESC', 'entity': 'The space separating'}, {'start': 21, 'end': 26, 'type': 'Dist_Left_Elm_1', 'entity': 'spot9'}, {'start': 26, 'end': 30, 'type': 'DESC', 'entity': ' and'}, {'start': 31, 'end': 38, 'type': 'Dist_Left_Elm_2', 'entity': 'spot 15'}, {'start': 38, 'end': 45, 'type': 'DESC', 'entity': ' should'}, {'start': 46, 'end': 55, 'type': 'DESC', 'entity': 'not match'}, {'start': 55, 'end': 76, 'type': 'DESC', 'entity': ' the space separating'}, {'start': 77, 'end': 82, 'type': 'Dist_Right_Elm_1', 'entity': 'spot6'}, {'start': 82, 'end': 86, 'type': 'DESC', 'entity': ' and'}, {'start': 87, 'end': 93, 'type': 'Dist_Right_Elm_2', 'entity': 'spot15'}, {'start': 93, 'end': 93, 'type': 'DESC', 'entity': '.'}]"
18,The span between node22 and node 12 must differ from the span between node10 and node12.,"[{'start': 0, 'end': 16, 'type': 'DESC', 'entity': 'The span between'}, {'start': 17, 'end': 23, 'type': 'Dist_Left_Elm_1', 'entity': 'node22'}, {'start': 23, 'end': 27, 'type': 'DESC', 'entity': ' and'}, {'start': 28, 'end': 35, 'type': 'Dist_Left_Elm_2', 'entity': 'node 12'}, {'start': 35, 'end': 40, 'type': 'DESC', 'entity': ' must'}, {'start': 41, 'end': 47, 'type': 'DESC', 'entity': 'differ'}, {'start': 47, 'end': 69, 'type': 'DESC', 'entity': ' from the span between'}, {'start': 70, 'end': 76, 'type': 'Dist_Right_Elm_1', 'entity': 'node10'}, {'start': 76, 'end': 80, 'type': 'DESC', 'entity': ' and'}, {'start': 81, 'end': 87, 'type': 'Dist_Right_Elm_2', 'entity': 'node12'}, {'start': 87, 'end': 87, 'type': 'DESC', 'entity': '.'}]"
19,The distance from destination 11 to destination4 should not be equal to the distance from destination8 to destination6.,"[{'start': 0, 'end': 17, 'type': 'DESC', 'entity': 'The distance from'}, {'start': 18, 'end': 32, 'type': 'Dist_Left_Elm_1', 'entity': 'destination 11'}, {'start': 32, 'end': 35, 'type': 'DESC', 'entity': ' to'}, {'start': 36, 'end': 48, 'type': 'Dist_Left_Elm_2', 'entity': 'destination4'}, {'start': 48, 'end': 55, 'type': 'DESC', 'entity': ' should'}, {'start': 56, 'end': 68, 'type': 'DESC', 'entity': 'not be equal'}, {'start': 68, 'end': 89, 'type': 'DESC', 'entity': ' to the distance from'}, {'start': 90, 'end': 102, 'type': 'Dist_Right_Elm_1', 'entity': 'destination8'}, {'start': 102, 'end': 105, 'type': 'DESC', 'entity': ' to'}, {'start': 106, 'end': 118, 'type': 'Dist_Right_Elm_2', 'entity': 'destination6'}, {'start': 118, 'end': 118, 'type': 'DESC', 'entity': '.'}]"
20,The measure of separation between reference point 13 and reference point 5 should deviate from the measure of separation between reference point 16 and reference point 9.,"[{'start': 0, 'end': 43, 'type': 'DESC', 'entity': 'The measure of separation between reference'}, {'start': 44, 'end': 52, 'type': 'Dist_Left_Elm_1', 'entity': 'point 13'}, {'start': 52, 'end': 66, 'type': 'DESC', 'entity': ' and reference'}, {'start': 67, 'end': 74, 'type': 'Dist_Left_Elm_2', 'entity': 'point 5'}, {'start': 74, 'end': 81, 'type': 'DESC', 'entity': ' should'}, {'start': 82, 'end': 89, 'type': 'DESC', 'entity': 'deviate'}, {'start': 89, 'end': 138, 'type': 'DESC', 'entity': ' from the measure of separation between reference'}, {'start': 139, 'end': 147, 'type': 'Dist_Right_Elm_1', 'entity': 'point 16'}, {'start': 147, 'end': 161, 'type': 'DESC', 'entity': ' and reference'}, {'start': 162, 'end': 169, 'type': 'Dist_Right_Elm_2', 'entity': 'point 9'}, {'start': 169, 'end': 169, 'type': 'DESC', 'entity': '.'}]"
21,The length between landmark 19 and landmark 7 should be distinct from the length between landmark14 and landmark3.,"[{'start': 0, 'end': 18, 'type': 'DESC', 'entity': 'The length between'}, {'start': 19, 'end': 30, 'type': 'Dist_Left_Elm_1', 'entity': 'landmark 19'}, {'start': 30, 'end': 34, 'type': 'DESC', 'entity': ' and'}, {'start': 35, 'end': 45, 'type': 'Dist_Left_Elm_2', 'entity': 'landmark 7'}, {'start': 45, 'end': 55, 'type': 'DESC', 'entity': ' should be'}, {'start': 56, 'end': 64, 'type': 'DESC', 'entity': 'distinct'}, {'start': 64, 'end': 88, 'type': 'DESC', 'entity': ' from the length between'}, {'start': 89, 'end': 99, 'type': 'Dist_Right_Elm_1', 'entity': 'landmark14'}, {'start': 99, 'end': 103, 'type': 'DESC', 'entity': ' and'}, {'start': 104, 'end': 113, 'type': 'Dist_Right_Elm_2', 'entity': 'landmark3'}, {'start': 113, 'end': 113, 'type': 'DESC', 'entity': '.'}]"
22,The gap between position6 and position11 must not equal the gap between position15 and position9.,"[{'start': 0, 'end': 15, 'type': 'DESC', 'entity': 'The gap between'}, {'start': 16, 'end': 25, 'type': 'Dist_Left_Elm_1', 'entity': 'position6'}, {'start': 25, 'end': 29, 'type': 'DESC', 'entity': ' and'}, {'start': 30, 'end': 40, 'type': 'Dist_Left_Elm_2', 'entity': 'position11'}, {'start': 40, 'end': 45, 'type': 'DESC', 'entity': ' must'}, {'start': 46, 'end': 55, 'type': 'DESC', 'entity': 'not equal'}, {'start': 55, 'end': 71, 'type': 'DESC', 'entity': ' the gap between'}, {'start': 72, 'end': 82, 'type': 'Dist_Right_Elm_1', 'entity': 'position15'}, {'start': 82, 'end': 86, 'type': 'DESC', 'entity': ' and'}, {'start': 87, 'end': 96, 'type': 'Dist_Right_Elm_2', 'entity': 'position9'}, {'start': 96, 'end': 96, 'type': 'DESC', 'entity': '.'}]"
23,The difference in distance between marker4 and marker6 should be noticeable compared to the difference in distance between marker11 and marker3.,"[{'start': 0, 'end': 34, 'type': 'DESC', 'entity': 'The difference in distance between'}, {'start': 35, 'end': 42, 'type': 'Dist_Left_Elm_1', 'entity': 'marker4'}, {'start': 42, 'end': 46, 'type': 'DESC', 'entity': ' and'}, {'start': 47, 'end': 54, 'type': 'Dist_Left_Elm_2', 'entity': 'marker6'}, {'start': 54, 'end': 61, 'type': 'DESC', 'entity': ' should'}, {'start': 62, 'end': 75, 'type': 'DESC', 'entity': 'be noticeable'}, {'start': 75, 'end': 122, 'type': 'DESC', 'entity': ' compared to the difference in distance between'}, {'start': 123, 'end': 131, 'type': 'Dist_Right_Elm_1', 'entity': 'marker11'}, {'start': 131, 'end': 135, 'type': 'DESC', 'entity': ' and'}, {'start': 136, 'end': 143, 'type': 'Dist_Right_Elm_2', 'entity': 'marker3'}, {'start': 143, 'end': 143, 'type': 'DESC', 'entity': '.'}]"
24,The extent of separation between reference spot13 and reference spot6 should contrast with the extent of separation between reference spot9 and reference spot17.,"[{'start': 0, 'end': 42, 'type': 'DESC', 'entity': 'The extent of separation between reference'}, {'start': 43, 'end': 49, 'type': 'Dist_Left_Elm_1', 'entity': 'spot13'}, {'start': 49, 'end': 63, 'type': 'DESC', 'entity': ' and reference'}, {'start': 64, 'end': 69, 'type': 'Dist_Left_Elm_2', 'entity': 'spot6'}, {'start': 69, 'end': 76, 'type': 'DESC', 'entity': ' should'}, {'start': 77, 'end': 85, 'type': 'DESC', 'entity': 'contrast'}, {'start': 85, 'end': 133, 'type': 'DESC', 'entity': ' with the extent of separation between reference'}, {'start': 134, 'end': 139, 'type': 'Dist_Right_Elm_1', 'entity': 'spot9'}, {'start': 139, 'end': 153, 'type': 'DESC', 'entity': ' and reference'}, {'start': 154, 'end': 160, 'type': 'Dist_Right_Elm_2', 'entity': 'spot17'}, {'start': 160, 'end': 160, 'type': 'DESC', 'entity': '.'}]"
25,The discrepancy between the gap from checkpoint11 to checkpoint4 and the gap from checkpoint7 to checkpoint14 should be discernible.,"[{'start': 0, 'end': 36, 'type': 'DESC', 'entity': 'The discrepancy between the gap from'}, {'start': 37, 'end': 49, 'type': 'Dist_Left_Elm_1', 'entity': 'checkpoint11'}, {'start': 49, 'end': 52, 'type': 'DESC', 'entity': ' to'}, {'start': 53, 'end': 64, 'type': 'Dist_Left_Elm_2', 'entity': 'checkpoint4'}, {'start': 64, 'end': 81, 'type': 'DESC', 'entity': ' and the gap from'}, {'start': 82, 'end': 93, 'type': 'Dist_Right_Elm_1', 'entity': 'checkpoint7'}, {'start': 93, 'end': 96, 'type': 'DESC', 'entity': ' to'}, {'start': 97, 'end': 109, 'type': 'Dist_Right_Elm_2', 'entity': 'checkpoint14'}, {'start': 109, 'end': 119, 'type': 'DESC', 'entity': ' should be'}, {'start': 120, 'end': 131, 'type': 'DESC', 'entity': 'discernible'}, {'start': 131, 'end': 131, 'type': 'DESC', 'entity': '.'}]"
26,The divergence in length between point6 and point9 should be apparent compared to the divergence in length between point2 and point9.,"[{'start': 0, 'end': 32, 'type': 'DESC', 'entity': 'The divergence in length between'}, {'start': 33, 'end': 39, 'type': 'Dist_Left_Elm_1', 'entity': 'point6'}, {'start': 39, 'end': 43, 'type': 'DESC', 'entity': ' and'}, {'start': 44, 'end': 50, 'type': 'Dist_Left_Elm_2', 'entity': 'point9'}, {'start': 50, 'end': 60, 'type': 'DESC', 'entity': ' should be'}, {'start': 61, 'end': 69, 'type': 'DESC', 'entity': 'apparent'}, {'start': 69, 'end': 114, 'type': 'DESC', 'entity': ' compared to the divergence in length between'}, {'start': 115, 'end': 121, 'type': 'Dist_Right_Elm_1', 'entity': 'point2'}, {'start': 121, 'end': 125, 'type': 'DESC', 'entity': ' and'}, {'start': 126, 'end': 132, 'type': 'Dist_Right_Elm_2', 'entity': 'point9'}, {'start': 132, 'end': 132, 'type': 'DESC', 'entity': '.'}]"
27,The dissimilarity in distance between landmark16 and landmark9 should be distinguishable from the dissimilarity in distance between landmark7 and landmark22.,"[{'start': 0, 'end': 37, 'type': 'DESC', 'entity': 'The dissimilarity in distance between'}, {'start': 38, 'end': 48, 'type': 'Dist_Left_Elm_1', 'entity': 'landmark16'}, {'start': 48, 'end': 52, 'type': 'DESC', 'entity': ' and'}, {'start': 53, 'end': 62, 'type': 'Dist_Left_Elm_2', 'entity': 'landmark9'}, {'start': 62, 'end': 72, 'type': 'DESC', 'entity': ' should be'}, {'start': 73, 'end': 88, 'type': 'DESC', 'entity': 'distinguishable'}, {'start': 88, 'end': 131, 'type': 'DESC', 'entity': ' from the dissimilarity in distance between'}, {'start': 132, 'end': 141, 'type': 'Dist_Right_Elm_1', 'entity': 'landmark7'}, {'start': 141, 'end': 145, 'type': 'DESC', 'entity': ' and'}, {'start': 146, 'end': 156, 'type': 'Dist_Right_Elm_2', 'entity': 'landmark22'}, {'start': 156, 'end': 156, 'type': 'DESC', 'entity': '.'}]"
