,problem,problem_entities
27,The measure of separation between vertex4 and vertex8 must be 15.,"[{""start"": 0, ""end"": 33, ""type"": ""DESC"", ""entity"": ""The measure of separation between""}, {""start"": 34, ""end"": 53, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""vertex4 and vertex8""}, {""start"": 53, ""end"": 58, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 59, ""end"": 61, ""type"": ""eq"", ""entity"": ""be""}, {""start"": 62, ""end"": 64, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""15""}, {""start"": 64, ""end"": 64, ""type"": ""DESC"", ""entity"": "".""}]"
28,The duration from event1 to event3 should equal 7 hours.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The duration from""}, {""start"": 18, ""end"": 34, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""event1 to event3""}, {""start"": 34, ""end"": 41, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 42, ""end"": 47, ""type"": ""eq"", ""entity"": ""equal""}, {""start"": 48, ""end"": 49, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""7""}, {""start"": 49, ""end"": 55, ""type"": ""DESC"", ""entity"": "" hours.""}]"
29,The gap between cityA and cityB must match a distance of 50 kilometers.,"[{""start"": 0, ""end"": 15, ""type"": ""DESC"", ""entity"": ""The gap between""}, {""start"": 16, ""end"": 31, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""cityA and cityB""}, {""start"": 31, ""end"": 36, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 37, ""end"": 42, ""type"": ""eq"", ""entity"": ""match""}, {""start"": 42, ""end"": 56, ""type"": ""DESC"", ""entity"": "" a distance of""}, {""start"": 57, ""end"": 59, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""50""}, {""start"": 59, ""end"": 70, ""type"": ""DESC"", ""entity"": "" kilometers.""}]"
30,The measure of separation between objectA and objectB should equal 5 units.,"[{""start"": 0, ""end"": 33, ""type"": ""DESC"", ""entity"": ""The measure of separation between""}, {""start"": 34, ""end"": 53, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""objectA and objectB""}, {""start"": 53, ""end"": 60, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 61, ""end"": 66, ""type"": ""eq"", ""entity"": ""equal""}, {""start"": 67, ""end"": 68, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""5""}, {""start"": 68, ""end"": 74, ""type"": ""DESC"", ""entity"": "" units.""}]"
31,The length between destinationX and destinationY must be exactly 100 meters.,"[{""start"": 0, ""end"": 18, ""type"": ""DESC"", ""entity"": ""The length between""}, {""start"": 19, ""end"": 48, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""destinationX and destinationY""}, {""start"": 48, ""end"": 53, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 54, ""end"": 64, ""type"": ""eq"", ""entity"": ""be exactly""}, {""start"": 65, ""end"": 68, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""100""}, {""start"": 68, ""end"": 75, ""type"": ""DESC"", ""entity"": "" meters.""}]"
32,The gap between index3 and index9 should equal 6.,"[{""start"": 0, ""end"": 15, ""type"": ""DESC"", ""entity"": ""The gap between""}, {""start"": 16, ""end"": 33, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""index3 and index9""}, {""start"": 33, ""end"": 40, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 41, ""end"": 46, ""type"": ""eq"", ""entity"": ""equal""}, {""start"": 47, ""end"": 48, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""6""}, {""start"": 48, ""end"": 48, ""type"": ""DESC"", ""entity"": "".""}]"
33,The distance between station1 and station2 should be identical to 2 miles.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The distance between""}, {""start"": 21, ""end"": 42, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""station1 and station2""}, {""start"": 42, ""end"": 49, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 50, ""end"": 62, ""type"": ""eq"", ""entity"": ""be identical""}, {""start"": 62, ""end"": 65, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 66, ""end"": 67, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""2""}, {""start"": 67, ""end"": 73, ""type"": ""DESC"", ""entity"": "" miles.""}]"
34,The separation between landmark9 and landmark12 should be precisely 10.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The separation between""}, {""start"": 23, ""end"": 47, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""landmark9 and landmark12""}, {""start"": 47, ""end"": 54, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 55, ""end"": 67, ""type"": ""eq"", ""entity"": ""be precisely""}, {""start"": 68, ""end"": 70, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""10""}, {""start"": 70, ""end"": 70, ""type"": ""DESC"", ""entity"": "".""}]"
35,The length between point6 and point7 should be equal to 9.,"[{""start"": 0, ""end"": 18, ""type"": ""DESC"", ""entity"": ""The length between""}, {""start"": 19, ""end"": 36, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""point6 and point7""}, {""start"": 36, ""end"": 43, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 44, ""end"": 52, ""type"": ""eq"", ""entity"": ""be equal""}, {""start"": 52, ""end"": 55, ""type"": ""DESC"", ""entity"": "" to""}, {""start"": 56, ""end"": 57, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""9""}, {""start"": 57, ""end"": 57, ""type"": ""DESC"", ""entity"": "".""}]"
36,The separation between point1 and point3 should be less than 7.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The separation between""}, {""start"": 23, ""end"": 40, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""point1 and point3""}, {""start"": 40, ""end"": 50, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 51, ""end"": 60, ""type"": ""lt"", ""entity"": ""less than""}, {""start"": 61, ""end"": 62, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""7""}, {""start"": 62, ""end"": 62, ""type"": ""DESC"", ""entity"": "".""}]"
37,The gap from location1 to location2 must be less than 9.,"[{""start"": 0, ""end"": 12, ""type"": ""DESC"", ""entity"": ""The gap from""}, {""start"": 13, ""end"": 35, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""location1 to location2""}, {""start"": 35, ""end"": 43, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 44, ""end"": 53, ""type"": ""lt"", ""entity"": ""less than""}, {""start"": 54, ""end"": 55, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""9""}, {""start"": 55, ""end"": 55, ""type"": ""DESC"", ""entity"": "".""}]"
38,The measure of separation between reference point1 and reference point2 should be less than 8.,"[{""start"": 0, ""end"": 33, ""type"": ""DESC"", ""entity"": ""The measure of separation between""}, {""start"": 34, ""end"": 70, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""reference point1 and reference point""}, {""start"": 70, ""end"": 81, ""type"": ""DESC"", ""entity"": ""2 should be""}, {""start"": 82, ""end"": 91, ""type"": ""lt"", ""entity"": ""less than""}, {""start"": 92, ""end"": 93, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""8""}, {""start"": 93, ""end"": 93, ""type"": ""DESC"", ""entity"": "".""}]"
39,The length between landmark3 and landmark4 must be less than 10.,"[{""start"": 0, ""end"": 18, ""type"": ""DESC"", ""entity"": ""The length between""}, {""start"": 19, ""end"": 42, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""landmark3 and landmark4""}, {""start"": 42, ""end"": 50, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 51, ""end"": 60, ""type"": ""lt"", ""entity"": ""less than""}, {""start"": 61, ""end"": 63, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""10""}, {""start"": 63, ""end"": 63, ""type"": ""DESC"", ""entity"": "".""}]"
40,The gap between position3 and position8 should be less than 20.,"[{""start"": 0, ""end"": 15, ""type"": ""DESC"", ""entity"": ""The gap between""}, {""start"": 16, ""end"": 39, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""position3 and position8""}, {""start"": 39, ""end"": 49, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 50, ""end"": 59, ""type"": ""lt"", ""entity"": ""less than""}, {""start"": 60, ""end"": 62, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""20""}, {""start"": 62, ""end"": 62, ""type"": ""DESC"", ""entity"": "".""}]"
41,The distance between marker1 and marker2 should be less than 0.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The distance between""}, {""start"": 21, ""end"": 40, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""marker1 and marker2""}, {""start"": 40, ""end"": 50, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 51, ""end"": 60, ""type"": ""lt"", ""entity"": ""less than""}, {""start"": 61, ""end"": 62, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""0""}, {""start"": 62, ""end"": 62, ""type"": ""DESC"", ""entity"": "".""}]"
42,The separation between reference spot3 and reference spot7 should be less than 3.,"[{""start"": 0, ""end"": 22, ""type"": ""DESC"", ""entity"": ""The separation between""}, {""start"": 23, ""end"": 58, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""reference spot3 and reference spot7""}, {""start"": 58, ""end"": 68, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 69, ""end"": 78, ""type"": ""lt"", ""entity"": ""less than""}, {""start"": 79, ""end"": 80, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""3""}, {""start"": 80, ""end"": 80, ""type"": ""DESC"", ""entity"": "".""}]"
43,The length between point2 and point3 should be less than 8.,"[{""start"": 0, ""end"": 18, ""type"": ""DESC"", ""entity"": ""The length between""}, {""start"": 19, ""end"": 36, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""point2 and point3""}, {""start"": 36, ""end"": 46, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 47, ""end"": 56, ""type"": ""lt"", ""entity"": ""less than""}, {""start"": 57, ""end"": 58, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""8""}, {""start"": 58, ""end"": 58, ""type"": ""DESC"", ""entity"": "".""}]"
