,problem,problem_entities
10,The extent of separation between reference spot 3 and reference spot 7 should contrast with the extent of separation between reference spot 9 and reference spot 20.,"[{""start"": 0, ""end"": 32, ""type"": ""DESC"", ""entity"": ""The extent of separation between""}, {""start"": 33, ""end"": 70, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""reference spot 3 and reference spot 7""}, {""start"": 70, ""end"": 77, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 78, ""end"": 86, ""type"": ""ne"", ""entity"": ""contrast""}, {""start"": 86, ""end"": 124, ""type"": ""DESC"", ""entity"": "" with the extent of separation between""}, {""start"": 125, ""end"": 163, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""reference spot 9 and reference spot 20""}, {""start"": 163, ""end"": 163, ""type"": ""DESC"", ""entity"": "".""}]"
11,The discrepancy between the gap from checkpoint 9 to checkpoint 2 and the gap from checkpoint 4 to checkpoint 9 should be noticeable.,"[{""start"": 0, ""end"": 36, ""type"": ""DESC"", ""entity"": ""The discrepancy between the gap from""}, {""start"": 37, ""end"": 65, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""checkpoint 9 to checkpoint 2""}, {""start"": 65, ""end"": 82, ""type"": ""DESC"", ""entity"": "" and the gap from""}, {""start"": 83, ""end"": 111, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""checkpoint 4 to checkpoint 9""}, {""start"": 111, ""end"": 118, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 119, ""end"": 132, ""type"": ""ne"", ""entity"": ""be noticeable""}, {""start"": 132, ""end"": 132, ""type"": ""DESC"", ""entity"": "".""}]"
12,The divergence in length between point 2 and point 3 and the divergence in length between point 1 and point 3 should be discernible.,"[{""start"": 0, ""end"": 32, ""type"": ""DESC"", ""entity"": ""The divergence in length between""}, {""start"": 33, ""end"": 52, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""point 2 and point 3""}, {""start"": 52, ""end"": 89, ""type"": ""DESC"", ""entity"": "" and the divergence in length between""}, {""start"": 90, ""end"": 109, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""point 1 and point 3""}, {""start"": 109, ""end"": 131, ""type"": ""DESC"", ""entity"": "" should be discernible.""}]"
13,The dissimilarity in distance between landmark 8 and landmark 10 and the dissimilarity in distance between landmark 3 and landmark 7 should be apparent.,"[{""start"": 0, ""end"": 37, ""type"": ""DESC"", ""entity"": ""The dissimilarity in distance between""}, {""start"": 38, ""end"": 64, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""landmark 8 and landmark 10""}, {""start"": 64, ""end"": 106, ""type"": ""DESC"", ""entity"": "" and the dissimilarity in distance between""}, {""start"": 107, ""end"": 132, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""landmark 3 and landmark 7""}, {""start"": 132, ""end"": 142, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 143, ""end"": 151, ""type"": ""ne"", ""entity"": ""apparent""}, {""start"": 151, ""end"": 151, ""type"": ""DESC"", ""entity"": "".""}]"
14,The distance between marker7 and marker12 must be different from the distance between marker5 and marker 18.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The distance between""}, {""start"": 21, ""end"": 41, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""marker7 and marker12""}, {""start"": 41, ""end"": 46, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 47, ""end"": 59, ""type"": ""ne"", ""entity"": ""be different""}, {""start"": 59, ""end"": 85, ""type"": ""DESC"", ""entity"": "" from the distance between""}, {""start"": 86, ""end"": 107, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""marker5 and marker 18""}, {""start"": 107, ""end"": 107, ""type"": ""DESC"", ""entity"": "".""}]"
15,The separation from location6 to location11 should not equal the separation from location 3 to location 17.,"[{""start"": 0, ""end"": 19, ""type"": ""DESC"", ""entity"": ""The separation from""}, {""start"": 20, ""end"": 42, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""location6 to location1""}, {""start"": 42, ""end"": 50, ""type"": ""DESC"", ""entity"": ""1 should""}, {""start"": 51, ""end"": 60, ""type"": ""ne"", ""entity"": ""not equal""}, {""start"": 60, ""end"": 80, ""type"": ""DESC"", ""entity"": "" the separation from""}, {""start"": 81, ""end"": 106, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""location 3 to location 17""}, {""start"": 106, ""end"": 106, ""type"": ""DESC"", ""entity"": "".""}]"
16,The interval between checkpoint14 and checkpoint5 ought to contrast with the interval between checkpoint3 and checkpoint7.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The interval between""}, {""start"": 21, ""end"": 49, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""checkpoint14 and checkpoint5""}, {""start"": 49, ""end"": 58, ""type"": ""DESC"", ""entity"": "" ought to""}, {""start"": 59, ""end"": 67, ""type"": ""ne"", ""entity"": ""contrast""}, {""start"": 67, ""end"": 93, ""type"": ""DESC"", ""entity"": "" with the interval between""}, {""start"": 94, ""end"": 121, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""checkpoint3 and checkpoint7""}, {""start"": 121, ""end"": 121, ""type"": ""DESC"", ""entity"": "".""}]"
17,The space separating spot9 and spot 15 should not match the space separating spot6 and spot15.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The space separating""}, {""start"": 21, ""end"": 38, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""spot9 and spot 15""}, {""start"": 38, ""end"": 45, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 46, ""end"": 55, ""type"": ""ne"", ""entity"": ""not match""}, {""start"": 55, ""end"": 76, ""type"": ""DESC"", ""entity"": "" the space separating""}, {""start"": 77, ""end"": 93, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""spot6 and spot15""}, {""start"": 93, ""end"": 93, ""type"": ""DESC"", ""entity"": "".""}]"
18,The span between node22 and node 12 must differ from the span between node10 and node12.,"[{""start"": 0, ""end"": 16, ""type"": ""DESC"", ""entity"": ""The span between""}, {""start"": 17, ""end"": 35, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""node22 and node 12""}, {""start"": 35, ""end"": 40, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 41, ""end"": 47, ""type"": ""ne"", ""entity"": ""differ""}, {""start"": 47, ""end"": 69, ""type"": ""DESC"", ""entity"": "" from the span between""}, {""start"": 70, ""end"": 87, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""node10 and node12""}, {""start"": 87, ""end"": 87, ""type"": ""DESC"", ""entity"": "".""}]"
19,The distance from destination 11 to destination4 should not be equal to the distance from destination8 to destination6.,"[{""start"": 0, ""end"": 17, ""type"": ""DESC"", ""entity"": ""The distance from""}, {""start"": 18, ""end"": 48, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""destination 11 to destination4""}, {""start"": 48, ""end"": 55, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 56, ""end"": 68, ""type"": ""ne"", ""entity"": ""not be equal""}, {""start"": 68, ""end"": 89, ""type"": ""DESC"", ""entity"": "" to the distance from""}, {""start"": 90, ""end"": 118, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""destination8 to destination6""}, {""start"": 118, ""end"": 118, ""type"": ""DESC"", ""entity"": "".""}]"
20,The measure of separation between reference point 13 and reference point 5 should deviate from the measure of separation between reference point 16 and reference point 9.,"[{""start"": 0, ""end"": 33, ""type"": ""DESC"", ""entity"": ""The measure of separation between""}, {""start"": 34, ""end"": 74, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""reference point 13 and reference point 5""}, {""start"": 74, ""end"": 81, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 82, ""end"": 89, ""type"": ""ne"", ""entity"": ""deviate""}, {""start"": 89, ""end"": 128, ""type"": ""DESC"", ""entity"": "" from the measure of separation between""}, {""start"": 129, ""end"": 169, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""reference point 16 and reference point 9""}, {""start"": 169, ""end"": 169, ""type"": ""DESC"", ""entity"": "".""}]"
21,The length between landmark 19 and landmark 7 should be distinct from the length between landmark14 and landmark3.,"[{""start"": 0, ""end"": 18, ""type"": ""DESC"", ""entity"": ""The length between""}, {""start"": 19, ""end"": 45, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""landmark 19 and landmark 7""}, {""start"": 45, ""end"": 55, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 56, ""end"": 64, ""type"": ""ne"", ""entity"": ""distinct""}, {""start"": 64, ""end"": 88, ""type"": ""DESC"", ""entity"": "" from the length between""}, {""start"": 89, ""end"": 113, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""landmark14 and landmark3""}, {""start"": 113, ""end"": 113, ""type"": ""DESC"", ""entity"": "".""}]"
22,The gap between position6 and position11 must not equal the gap between position15 and position9.,"[{""start"": 0, ""end"": 15, ""type"": ""DESC"", ""entity"": ""The gap between""}, {""start"": 16, ""end"": 40, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""position6 and position11""}, {""start"": 40, ""end"": 45, ""type"": ""DESC"", ""entity"": "" must""}, {""start"": 46, ""end"": 55, ""type"": ""ne"", ""entity"": ""not equal""}, {""start"": 55, ""end"": 71, ""type"": ""DESC"", ""entity"": "" the gap between""}, {""start"": 72, ""end"": 96, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""position15 and position9""}, {""start"": 96, ""end"": 96, ""type"": ""DESC"", ""entity"": "".""}]"
23,The difference in distance between marker4 and marker6 should be noticeable compared to the difference in distance between marker11 and marker3.,"[{""start"": 0, ""end"": 34, ""type"": ""DESC"", ""entity"": ""The difference in distance between""}, {""start"": 35, ""end"": 54, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""marker4 and marker6""}, {""start"": 54, ""end"": 61, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 62, ""end"": 75, ""type"": ""ne"", ""entity"": ""be noticeable""}, {""start"": 75, ""end"": 122, ""type"": ""DESC"", ""entity"": "" compared to the difference in distance between""}, {""start"": 123, ""end"": 143, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""marker11 and marker3""}, {""start"": 143, ""end"": 143, ""type"": ""DESC"", ""entity"": "".""}]"
24,The extent of separation between reference spot13 and reference spot6 should contrast with the extent of separation between reference spot9 and reference spot17.,"[{""start"": 0, ""end"": 32, ""type"": ""DESC"", ""entity"": ""The extent of separation between""}, {""start"": 33, ""end"": 69, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""reference spot13 and reference spot6""}, {""start"": 69, ""end"": 76, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 77, ""end"": 85, ""type"": ""ne"", ""entity"": ""contrast""}, {""start"": 85, ""end"": 123, ""type"": ""DESC"", ""entity"": "" with the extent of separation between""}, {""start"": 124, ""end"": 159, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""reference spot9 and reference spot1""}, {""start"": 159, ""end"": 160, ""type"": ""DESC"", ""entity"": ""7.""}]"
25,The discrepancy between the gap from checkpoint11 to checkpoint4 and the gap from checkpoint7 to checkpoint14 should be discernible.,"[{""start"": 0, ""end"": 36, ""type"": ""DESC"", ""entity"": ""The discrepancy between the gap from""}, {""start"": 37, ""end"": 64, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""checkpoint11 to checkpoint4""}, {""start"": 64, ""end"": 81, ""type"": ""DESC"", ""entity"": "" and the gap from""}, {""start"": 82, ""end"": 109, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""checkpoint7 to checkpoint14""}, {""start"": 109, ""end"": 119, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 120, ""end"": 131, ""type"": ""ne"", ""entity"": ""discernible""}, {""start"": 131, ""end"": 131, ""type"": ""DESC"", ""entity"": "".""}]"
26,The divergence in length between point6 and point9 should be apparent compared to the divergence in length between point2 and point9.,"[{""start"": 0, ""end"": 32, ""type"": ""DESC"", ""entity"": ""The divergence in length between""}, {""start"": 33, ""end"": 50, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""point6 and point9""}, {""start"": 50, ""end"": 60, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 61, ""end"": 69, ""type"": ""ne"", ""entity"": ""apparent""}, {""start"": 69, ""end"": 114, ""type"": ""DESC"", ""entity"": "" compared to the divergence in length between""}, {""start"": 115, ""end"": 132, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""point2 and point9""}, {""start"": 132, ""end"": 132, ""type"": ""DESC"", ""entity"": "".""}]"
27,The dissimilarity in distance between landmark16 and landmark9 should be distinguishable from the dissimilarity in distance between landmark7 and landmark22.,"[{""start"": 0, ""end"": 37, ""type"": ""DESC"", ""entity"": ""The dissimilarity in distance between""}, {""start"": 38, ""end"": 62, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""landmark16 and landmark9""}, {""start"": 62, ""end"": 69, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 70, ""end"": 88, ""type"": ""ne"", ""entity"": ""be distinguishable""}, {""start"": 88, ""end"": 131, ""type"": ""DESC"", ""entity"": "" from the dissimilarity in distance between""}, {""start"": 132, ""end"": 156, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""landmark7 and landmark22""}, {""start"": 156, ""end"": 156, ""type"": ""DESC"", ""entity"": "".""}]"
28,The variation in separation between spot11 and spot8 should be evident compared to the variation in separation between spot6 and spot14.,"[{""start"": 0, ""end"": 35, ""type"": ""DESC"", ""entity"": ""The variation in separation between""}, {""start"": 36, ""end"": 52, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""spot11 and spot8""}, {""start"": 52, ""end"": 62, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 63, ""end"": 70, ""type"": ""ne"", ""entity"": ""evident""}, {""start"": 70, ""end"": 118, ""type"": ""DESC"", ""entity"": "" compared to the variation in separation between""}, {""start"": 119, ""end"": 135, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""spot6 and spot14""}, {""start"": 135, ""end"": 135, ""type"": ""DESC"", ""entity"": "".""}]"
29,The contrast in interval between node19 and node3 should be noticeable compared to the contrast in interval between node15 and node7.,"[{""start"": 0, ""end"": 32, ""type"": ""DESC"", ""entity"": ""The contrast in interval between""}, {""start"": 33, ""end"": 49, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""node19 and node3""}, {""start"": 49, ""end"": 56, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 57, ""end"": 70, ""type"": ""ne"", ""entity"": ""be noticeable""}, {""start"": 70, ""end"": 115, ""type"": ""DESC"", ""entity"": "" compared to the contrast in interval between""}, {""start"": 116, ""end"": 132, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""node15 and node7""}, {""start"": 132, ""end"": 132, ""type"": ""DESC"", ""entity"": "".""}]"
30,The discrepancy between the length from point5 to point13 and the length from point18 to point2 should be observable.,"[{""start"": 0, ""end"": 39, ""type"": ""DESC"", ""entity"": ""The discrepancy between the length from""}, {""start"": 40, ""end"": 58, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""point5 to point13 ""}, {""start"": 58, ""end"": 77, ""type"": ""DESC"", ""entity"": ""and the length from""}, {""start"": 78, ""end"": 95, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""point18 to point2""}, {""start"": 95, ""end"": 105, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 106, ""end"": 116, ""type"": ""ne"", ""entity"": ""observable""}, {""start"": 116, ""end"": 116, ""type"": ""DESC"", ""entity"": "".""}]"
31,The difference in distance between checkpoint6 and checkpoint11 should be apparent compared to the difference in distance between checkpoint9 and checkpoint17.,"[{""start"": 0, ""end"": 34, ""type"": ""DESC"", ""entity"": ""The difference in distance between""}, {""start"": 35, ""end"": 63, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""checkpoint6 and checkpoint11""}, {""start"": 63, ""end"": 73, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 74, ""end"": 82, ""type"": ""ne"", ""entity"": ""apparent""}, {""start"": 82, ""end"": 129, ""type"": ""DESC"", ""entity"": "" compared to the difference in distance between""}, {""start"": 130, ""end"": 158, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""checkpoint9 and checkpoint17""}, {""start"": 158, ""end"": 158, ""type"": ""DESC"", ""entity"": "".""}]"
32,The distance between marker 7 and marker 12 must be greater than the distance between marker 5 and marker 18.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The distance between""}, {""start"": 21, ""end"": 43, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""marker 7 and marker 12""}, {""start"": 43, ""end"": 51, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 52, ""end"": 64, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 64, ""end"": 85, ""type"": ""DESC"", ""entity"": "" the distance between""}, {""start"": 86, ""end"": 108, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""marker 5 and marker 18""}, {""start"": 108, ""end"": 108, ""type"": ""DESC"", ""entity"": "".""}]"
33,The separation from location 6 to location 11 should be greater than the separation from location 3 to location 17.,"[{""start"": 0, ""end"": 19, ""type"": ""DESC"", ""entity"": ""The separation from""}, {""start"": 20, ""end"": 45, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""location 6 to location 11""}, {""start"": 45, ""end"": 55, ""type"": ""DESC"", ""entity"": "" should be""}, {""start"": 56, ""end"": 68, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 68, ""end"": 88, ""type"": ""DESC"", ""entity"": "" the separation from""}, {""start"": 89, ""end"": 114, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""location 3 to location 17""}, {""start"": 114, ""end"": 114, ""type"": ""DESC"", ""entity"": "".""}]"
34,The interval between checkpoint 14 and checkpoint 5 ought to be greater than the interval between checkpoint 3 and checkpoint 7.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The interval between""}, {""start"": 21, ""end"": 51, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""checkpoint 14 and checkpoint 5""}, {""start"": 51, ""end"": 63, ""type"": ""DESC"", ""entity"": "" ought to be""}, {""start"": 64, ""end"": 76, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 76, ""end"": 97, ""type"": ""DESC"", ""entity"": "" the interval between""}, {""start"": 98, ""end"": 127, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""checkpoint 3 and checkpoint 7""}, {""start"": 127, ""end"": 127, ""type"": ""DESC"", ""entity"": "".""}]"
35,The space separating spot 9 and spot 15 should exceed the space separating spot 6 and spot 15.,"[{""start"": 0, ""end"": 20, ""type"": ""DESC"", ""entity"": ""The space separating""}, {""start"": 21, ""end"": 39, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""spot 9 and spot 15""}, {""start"": 39, ""end"": 46, ""type"": ""DESC"", ""entity"": "" should""}, {""start"": 47, ""end"": 53, ""type"": ""gt"", ""entity"": ""exceed""}, {""start"": 53, ""end"": 74, ""type"": ""DESC"", ""entity"": "" the space separating""}, {""start"": 75, ""end"": 93, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""spot 6 and spot 15""}, {""start"": 93, ""end"": 93, ""type"": ""DESC"", ""entity"": "".""}]"
36,The span between node 22 and node 12 must be greater than the span between node 10 and node 12.,"[{""start"": 0, ""end"": 16, ""type"": ""DESC"", ""entity"": ""The span between""}, {""start"": 17, ""end"": 36, ""type"": ""CONST_ELMS_LEFT"", ""entity"": ""node 22 and node 12""}, {""start"": 36, ""end"": 44, ""type"": ""DESC"", ""entity"": "" must be""}, {""start"": 45, ""end"": 57, ""type"": ""gt"", ""entity"": ""greater than""}, {""start"": 57, ""end"": 74, ""type"": ""DESC"", ""entity"": "" the span between""}, {""start"": 75, ""end"": 94, ""type"": ""CONST_ELMS_RIGHT"", ""entity"": ""node 10 and node 12""}, {""start"": 94, ""end"": 94, ""type"": ""DESC"", ""entity"": "".""}]"
